image,rank,pair_a,pair_b,peak_a_y,peak_a_x,peak_b_y,peak_b_x,peak_min,neck_score,saddle_score,gray_valley_score,two_side_support,basin_balance,score,roi_xyxy,component_id,seam_gt_fg_fraction,seam_gt_gap_fraction,seam_gt_interinstance_fraction,seam_destructive_fg_fraction,roi_gt_gap_coverage
12627.png,1,1,2,985,461,940,396,29.427877939124322,0.11169950474658585,0.11169950474658585,0.07125089744530122,0.03889941556660438,0.0015131645314233834,0.09066733954426748,"[380, 926, 411, 956]",19,1.0,0.0,0.0,1.0,0.0
12827.png,1,3,5,1457,625,1526,617,32.14031735997639,0.7232677274711453,0.7232677274711453,0.16958238846032994,0.5214381379174071,0.27189773167477294,0.5545719542853808,"[537, 1349, 668, 1536]",20,0.9651320243737306,0.01963439404197698,0.044008124576844956,0.9299255247122545,0.4879120879120879
12827.png,2,4,5,1489,530,1526,617,32.14031735997639,0.7951730762779583,0.7951730762779582,0.08731254978090314,0.26778414047010973,0.07170834588731545,0.5390996042825171,"[478, 1457, 550, 1544]",20,0.9891891891891892,0.009009009009009009,0.026126126126126126,0.9693693693693693,0.07252747252747253
12827.png,3,1,2,1542,417,1557,468,12.649110640673518,0.29427991493639416,0.29427991493639416,0.0241475965568099,0.18201957200173252,0.033131124591693886,0.20990778390129886,"[407, 1526, 430, 1552]",24,1.0,0.0,0.0,1.0,0.0
12827.png,4,2,5,1374,508,1526,617,32.14031735997639,0.12105436702509853,0.12105436702509857,0.0,0.05566902332891593,0.0030990401583953857,0.08098297371439653,"[487, 1357, 525, 1401]",20,1.0,0.0,0.0,1.0,0.0
12827.png,5,1,5,1428,579,1526,617,32.14031735997639,0.0,0.0,0.02034670648326996,0.11863729340323687,0.014074807386045711,0.02288227063130302,"[560, 1361, 596, 1447]",20,1.0,0.0,0.0,1.0,0.0
13436.png,1,1,2,1071,747,1064,666,37.589892258425,0.08071687565536034,0.08071687565536036,0.10100528800756596,0.028036064635556614,0.0007860209202491082,0.0778868570904412,"[647, 1045, 683, 1082]",20,1.0,0.0,0.0,1.0,0.0
13480.png,1,1,2,979,561,971,478,25.079872407968907,0.297289390445701,0.29728939044570096,0.12715160808963702,0.2363152033751963,0.05584487534626039,0.24560881679610927,"[454, 952, 515, 1020]",21,0.8647727272727272,0.003409090909090909,0.0,0.8647727272727272,0.23595505617977527
13867.png,1,1,2,1177,576,1223,632,22.02271554554524,0.9322945486764709,0.9322945486764709,0.3019164647995513,0.7168100026477554,0.513816579895875,0.7423773458029337,"[552, 1149, 598, 1211]",24,0.5225806451612903,0.32903225806451614,0.13548387096774195,0.5096774193548387,0.3392070484581498
13867.png,2,1,2,1106,618,1102,700,24.413111231467404,0.19654466742585253,0.19654466742585253,0.004402689476132702,0.3809704866238796,0.14513851167843564,0.17617304581812662,"[590, 1055, 637, 1147]",19,1.0,0.0,0.0,1.0,0.0
1452.png,1,1,2,1604,610,1618,680,17.804493814764857,0.195903845310464,0.19590384531046398,0.0,0.09028607443474496,0.008151575236836307,0.13108521835149015,"[665, 1606, 693, 1631]",19,1.0,0.0,0.0,1.0,0.0
1452.png,2,2,5,1593,859,1551,754,39.96248240537617,0.10520293532432368,0.10520293532432363,0.008555678396373586,0.027837225313184905,0.0007749111131370225,0.06943626459066532,"[719, 1532, 774, 1570]",18,1.0,0.0,0.0,1.0,0.0
1452.png,3,2,4,1593,859,1497,676,40.0,0.06445703603089203,0.06445703603089203,0.0,0.011025184098855247,0.00012155468441365059,0.040327999233363505,"[659, 1479, 696, 1517]",18,1.0,0.0,0.0,1.0,0.0
1452.png,4,2,3,1593,859,1422,915,44.553338819890925,0.05531560824228665,0.055315608242286644,0.0,0.009548089511008889,9.116601331023795e-05,0.03462157837202332,"[894, 1402, 935, 1443]",18,1.0,0.0,0.0,1.0,0.0
1452.png,5,1,2,1433,785,1593,859,44.77722635447622,0.0,0.0,0.07545460968125672,0.015096855078975716,0.00022791503327559485,0.02112818068216054,"[761, 1414, 806, 1455]",18,1.0,0.0,0.0,1.0,0.0
15040.png,1,1,2,1485,675,1449,570,27.294688127912362,0.052571249624953076,0.05257124962495308,0.07878640654591422,0.07824389225755714,0.006122106675612211,0.06297593525008398,"[655, 1470, 706, 1499]",20,1.0,0.0,0.0,1.0,0.0
15067.png,1,1,2,1361,814,1305,739,28.319604517012593,0.4112803150872314,0.4112803150872314,0.0,0.21757248131581397,0.04733778462592022,0.2794040612497109,"[717, 1274, 793, 1324]",20,1.0,0.0,0.0,1.0,0.0
1572.png,1,3,4,1947,1137,1860,910,35.84689665786984,0.07957519694492621,0.07957519694492626,0.0,0.012068857888191968,0.0001456573307253735,0.04955544685018454,"[893, 1840, 927, 1878]",19,1.0,0.0,0.0,1.0,0.0
1572.png,2,1,3,1780,1017,1947,1137,36.345563690772494,0.0,0.0,0.0,0.018807956607819504,0.0003537392317616214,0.0028211934911729253,"[997, 1763, 1035, 1798]",19,1.0,0.0,0.0,1.0,0.0
1572.png,3,2,3,1912,1000,1947,1137,36.345563690772494,0.0006093088445422445,0.0006093088445421967,0.0,0.015129114023625859,0.00022889009113987265,0.0026349524102692113,"[983, 1895, 1018, 1932]",19,1.0,0.0,0.0,1.0,0.015432098765432098
1585.png,1,1,2,1791,1144,1786,1032,43.04648650006177,0.0,0.0,0.1625550148217498,0.04120104383403855,0.001697526013014366,0.04681891028054323,"[1126, 1766, 1171, 1811]",19,1.0,0.0,0.0,1.0,0.021141649048625793
1620.png,1,1,2,1712,414,1726,467,15.231546211727817,0.2782670735143348,0.2782670735143347,0.017532368887603664,0.23409335244051788,0.054799697656840514,0.20645733919657944,"[401, 1696, 434, 1729]",24,1.0,0.0,0.0,1.0,0.0
1620.png,2,1,2,1527,617,1691,686,30.610455730027933,0.2565072684908699,0.2565072684908699,0.021670933398074473,0.07344285562903503,0.0053938530429472826,0.1703385227883958,"[642, 1672, 702, 1707]",20,1.0,0.0,0.0,1.0,0.0
1620.png,3,1,3,1527,617,1638,546,29.120439557122072,0.12541923022137336,0.12541923022137336,0.0,0.02538795928841423,0.0006445484768301784,0.07905973202608614,"[526, 1624, 561, 1653]",20,1.0,0.0,0.0,1.0,0.0
1660.png,1,1,2,1740,960,1739,1063,17.0,0.13538719956375633,0.1353871995637564,0.0,0.02208361225571831,0.000487685930260912,0.08454486157661156,"[1053, 1730, 1073, 1749]",20,1.0,0.0,0.0,1.0,0.0
1666.png,1,1,5,1928,1088,1850,966,50.0,0.07835025533338125,0.07835025533338126,0.03937129669178457,0.021517072231737447,0.0004629843974258067,0.06008053820773552,"[938, 1827, 992, 1875]",19,1.0,0.0,0.0,1.0,0.0
1666.png,2,1,6,1928,1088,1928,974,38.948684188300895,0.09130183739500808,0.09130183739500812,0.0,0.015590600009253927,0.00024306680864854855,0.05711969243839295,"[952, 1910, 997, 1947]",19,1.0,0.0,0.0,1.0,0.0
1666.png,3,1,2,1928,1088,1853,1083,59.43904440685432,0.043309944102959075,0.04330994410295911,0.046648487647686435,0.009001237112170537,8.102226954951618e-05,0.038998273940522646,"[1057, 1828, 1108, 1879]",19,1.0,0.0,0.0,1.0,0.0
1666.png,4,1,3,1928,1088,1796,868,55.97320787662612,0.055385946552858556,0.055385946552858514,0.010587815507875697,0.011283647871681252,0.00012732070929209687,0.037571068989436227,"[844, 1769, 892, 1821]",19,1.0,0.0,0.0,1.0,0.0
1666.png,5,1,4,1928,1088,1773,1048,51.0,0.044382953820118254,0.04438295382011831,0.01312803924980683,0.0048113636186938044,2.314921987129034e-05,0.030633486647326746,"[1026, 1752, 1070, 1795]",19,1.0,0.0,0.0,1.0,0.0
1666.png,6,1,2,1874,747,1914,844,23.345235059857504,0.0,0.0,0.0,0.05708629816003476,0.0032588454376163874,0.008562944724005213,"[733, 1860, 761, 1888]",20,1.0,0.0,0.0,1.0,0.0
1678.png,1,2,3,1819,1309,1758,1093,36.0,0.17997905011530635,0.17997905011530632,0.030968991622128173,0.09459879675478715,0.008948932347453527,0.1299194974879339,"[1252, 1798, 1331, 1841]",21,1.0,0.0,0.0,1.0,0.0
1678.png,2,3,4,1758,1093,1754,1263,32.0,0.06664197235839453,0.06664197235839453,0.03318996689728205,0.005878083220351717,3.4551862345380415e-05,0.04916438762240998,"[1249, 1740, 1278, 1769]",21,1.0,0.0,0.0,1.0,0.0
1678.png,3,1,3,1789,1178,1758,1093,36.0,0.0,0.0,0.0,0.011756166440703434,0.00013820744938152166,0.001763424966105515,"[1161, 1771, 1195, 1806]",21,1.0,0.0,0.0,1.0,0.0
1694.png,1,1,2,1842,1077,1842,1166,18.681541692269406,0.5259843807222173,0.5259843807222172,0.0,0.5678035377215336,0.322400857449089,0.40076115909156035,"[1060, 1806, 1199, 1867]",21,0.9956450734893849,0.0,0.0,0.9956450734893849,0.0
1694.png,2,1,2,1771,1370,1757,1209,34.0147027033899,0.0,0.0,0.06930787471224589,0.12271165236765783,0.015058149626800903,0.03573371653321014,"[1346, 1751, 1412, 1793]",19,1.0,0.0,0.0,1.0,0.0
1736.png,1,1,2,1433,563,1402,659,33.0,0.18347531684792517,0.18347531684792517,0.04317413359149255,0.09491229527222401,0.009008343793841836,0.13511556779746184,"[639, 1382, 689, 1422]",20,1.0,0.0,0.0,1.0,0.0
1742.png,1,2,4,1816,989,1864,823,33.0,0.0,0.0,0.0,0.05016764401775293,0.0025167925062919813,0.007525146602662939,"[972, 1799, 1011, 1858]",17,1.0,0.0,0.12433862433862433,0.8756613756613757,0.0
1742.png,2,3,4,1766,909,1864,823,33.0,0.0,0.0,0.0,0.03464188220925864,0.00120006000300015,0.005196282331388796,"[891, 1745, 944, 1784]",17,1.0,0.0,0.0,1.0,0.0
1742.png,3,1,4,1852,1124,1864,823,33.0,0.0,0.0,0.0,0.02121373378557052,0.00045002250112505623,0.003182060067835578,"[1105, 1835, 1142, 1870]",17,1.0,0.0,0.0,1.0,0.0
1807.png,1,1,2,1760,415,1733,359,20.808652046684813,0.4836603500894341,0.48366035008943414,0.0,0.1335129365468085,0.017825704225352113,0.3102231505356817,"[342, 1705, 373, 1746]",22,1.0,0.0,0.0,1.0,0.0
1807.png,2,1,3,1737,557,1677,693,59.033888572581766,0.10191661354324122,0.10191661354324123,0.0,0.029957490523785685,0.0008974512384827091,0.06564359170451259,"[665, 1651, 734, 1703]",19,1.0,0.0,0.0,1.0,0.0332541567695962
1807.png,3,1,5,1737,557,1548,560,55.036351623268054,0.05004816911753751,0.050048169117537525,0.06348683627225725,0.010377579130891997,0.0001076941486179251,0.047457247408220625,"[537, 1525, 585, 1572]",19,1.0,0.0,0.0,1.0,0.0
1807.png,4,1,2,1737,557,1632,648,61.39218191268331,0.06843952785742291,0.0684395278574229,0.005385775456248834,0.026570565938140354,0.0007059949742730645,0.046395745469237006,"[623, 1587, 674, 1658]",19,1.0,0.0,0.0,1.0,0.0
1807.png,5,1,6,1737,557,1628,481,48.373546489791295,0.05465056159705528,0.0546505615970553,0.03063148795988326,0.010377579130891997,0.0001076941486179251,0.042004845817837796,"[460, 1606, 503, 1650]",19,1.0,0.0,0.0,1.0,0.0
1807.png,6,1,4,1737,557,1556,632,58.69412236331676,0.046797281266027,0.04679728126602705,0.034272105822089484,0.009152164530411346,8.376211559171952e-05,0.038019219894700286,"[606, 1531, 658, 1582]",19,1.0,0.0,0.0,1.0,0.0
1812.png,1,1,2,1786,915,1854,1075,49.24428900898052,0.8740332929237871,0.8740332929237871,0.0,0.5762679186091769,0.332084714018153,0.6108601635456488,"[775, 1720, 1133, 1920]",19,0.8750836120401337,0.0046822742474916385,0.012374581939799331,0.8650501672240802,0.3606382978723404
1812.png,2,1,2,1867,759,1880,836,28.861739379323623,0.696309340122957,0.6963093401229571,0.03999209337493907,0.7777733636896479,0.6049314052651094,0.5444496319709562,"[726, 1811, 872, 1896]",20,0.9683047397499273,0.0,0.0,0.9683047397499273,0.0
1812.png,3,2,3,1854,1075,1767,1029,44.553338819890925,0.05405982047613955,0.05405982047613954,0.0,0.018629857313304892,0.0003470715835140998,0.035230370882679454,"[1009, 1747, 1049, 1787]",19,1.0,0.0,0.0,1.0,0.0
1846.png,1,3,6,1775,980,1946,740,29.0,0.0,0.0,0.0479032940221156,0.02781667127166268,0.0007737672006357439,0.0161483241962783,"[965, 1760, 996, 1809]",19,1.0,0.0,0.0,1.0,0.0
1846.png,2,2,6,1972,1046,1946,740,29.0,0.0,0.0,0.03856536671979092,0.005600798207962321,3.136894056631394e-05,0.010481461411142078,"[1033, 1959, 1061, 1987]",19,1.0,0.0,0.0,1.0,0.0
1846.png,3,1,6,1783,838,1946,740,29.0,0.0,0.0,0.017374961194359127,0.0064672447060876385,4.1825254088418586e-05,0.005313827004502928,"[824, 1770, 853, 1798]",19,0.1,0.0,0.0,0.1,0.0
1846.png,4,5,6,1881,911,1946,740,29.0,0.0,0.0,0.012705314946171763,0.011658991199386008,0.0001359320757873604,0.004925177416450842,"[896, 1867, 929, 1895]",19,1.0,0.0,0.0,1.0,0.0
1846.png,5,4,6,1807,1097,1946,740,29.0,0.0,0.0,0.0,0.0155079080152162,0.00024049521100840687,0.00232618620228243,"[1083, 1793, 1114, 1826]",19,1.0,0.0,0.0,1.0,0.0
1855.png,1,1,2,2245,905,2214,836,31.953090617340916,0.5394976862459471,0.5394976862459471,0.07858639569855998,0.3071776072572037,0.0943580824002609,0.3894218517607888,"[808, 2169, 862, 2237]",20,1.0,0.0,0.0,1.0,0.0
1855.png,2,5,6,2132,1011,2079,887,47.50789408087881,0.06370335003797112,0.06370335003797108,0.0,0.012059412333378778,0.00014542942582644817,0.04003092187278948,"[865, 2055, 910, 2100]",19,1.0,0.0,0.0,1.0,0.0
1855.png,3,4,5,1986,952,2132,1011,48.91829923454004,0.0,0.0,0.10959095086238442,0.009999136475500428,9.99827302556831e-05,0.028897608186921168,"[931, 1965, 975, 2010]",19,1.0,0.0,0.0,1.0,0.0
1855.png,4,3,5,2108,1140,2132,1011,48.91829923454004,0.0,0.0,0.0,0.018089118500068165,0.0003272162081095084,0.0027133677750102248,"[1118, 2081, 1163, 2134]",19,1.0,0.0,0.0,1.0,0.0
1855.png,5,1,5,1994,1175,2132,1011,48.91829923454004,0.0,0.0,0.0010377355227246783,0.011280547309334869,0.00012725074759814214,0.0019515159770813998,"[1154, 1972, 1199, 2018]",19,1.0,0.0,0.0,1.0,0.0
1855.png,6,2,5,1987,1079,2132,1011,48.91829923454004,0.0,0.0,0.0,0.006029706166689389,3.635735645661204e-05,0.0009044559250034083,"[1058, 1966, 1101, 2008]",19,1.0,0.0,0.0,1.0,0.0
1880.png,1,1,2,1488,959,1523,852,21.02379604162864,0.5155627790836053,0.5155627790836053,0.022219970499878523,0.44306124731094665,0.1963032688687318,0.3813518471717748,"[825, 1481, 978, 1536]",24,0.9670563230605739,0.018065887353878853,0.0,0.9670563230605739,0.41954022988505746
1880.png,2,1,2,1411,918,1389,985,19.209372712298546,0.24934333346102877,0.2493433334610288,0.058968500239812434,0.05928187562560419,0.0035143407776896045,0.17324040648041103,"[974, 1377, 1004, 1402]",19,1.0,0.0,0.0,1.0,0.0
1886.png,1,4,6,1980,1457,1919,1112,47.634021455258214,0.15966433551629766,0.1596643355162977,0.0,0.03219980292542464,0.0010368273084361854,0.1006285717485923,"[1088, 1879, 1137, 1943]",21,1.0,0.0,0.0,1.0,0.007451564828614009
1886.png,2,1,2,1759,1446,1757,1347,34.132096331752024,0.11091046535621107,0.11091046535621103,0.0,0.1139331787969125,0.012980769230769231,0.08363625603326351,"[1329, 1739, 1416, 1773]",20,1.0,0.0,0.0,1.0,0.0
1886.png,3,4,5,1980,1457,1971,1241,50.11985634456667,0.0719023396951225,0.07190233969512252,0.0,0.015142600406073011,0.00022929834705800252,0.045412793877984456,"[1220, 1948, 1270, 1994]",21,1.0,0.0,0.0,1.0,0.0
1886.png,4,1,4,1801,1245,1980,1457,53.75872022286245,0.0,0.0,0.0,0.03993894009679863,0.0015951189360556696,0.0059908410145197944,"[1188, 1776, 1270, 1827]",21,1.0,0.0,0.0,1.0,0.0
1886.png,5,2,4,1837,1152,1980,1457,53.75872022286245,0.0,0.0,0.0,0.0167076573405652,0.0002791458138097422,0.0025061486010847797,"[1128, 1813, 1180, 1861]",21,1.0,0.0,0.0,1.0,0.0
1886.png,6,3,4,1905,1360,1980,1457,53.75872022286245,0.0,0.0,0.0,0.005468864603466044,2.9908480051043807e-05,0.0008203296905199066,"[1338, 1882, 1383, 1929]",21,1.0,0.0,0.0,1.0,0.0
1901.png,1,2,4,1510,794,1395,595,25.079872407968907,0.15252105082464074,0.15252105082464076,0.013560269255802292,0.03562352499395482,0.0012690355329949238,0.10024622655782824,"[580, 1381, 623, 1410]",19,1.0,0.0,0.0,1.0,0.0
1901.png,2,2,3,1510,794,1418,828,42.20189569201838,0.0916136039325236,0.09161360393252359,0.05653717115678438,0.02346728644701974,0.0005507135331864764,0.07262254811576321,"[809, 1398, 856, 1439]",19,1.0,0.0,0.0,1.0,0.0
1901.png,3,1,2,1465,703,1510,794,47.92702786528704,0.0,0.0,0.0,0.018951543470235446,0.00035916099990422373,0.002842731520535317,"[681, 1443, 725, 1489]",19,1.0,0.0,0.0,1.0,0.0
1931.png,1,4,5,1809,1087,1888,855,28.0178514522438,0.753389578494022,0.753389578494022,0.06358071233761099,0.7875238590323062,0.6201938285451356,0.5860575040356619,"[910, 1721, 1174, 1909]",20,0.9435511460827917,0.010605542251111872,0.058501539514197745,0.8874444064317482,0.15602836879432624
1931.png,2,3,5,1768,898,1888,855,28.0178514522438,0.5211143146687756,0.5211143146687756,0.11590156082713109,0.2831049116370322,0.08014839099301183,0.38410971575360287,"[840, 1739, 935, 1833]",20,1.0,0.0,0.0,1.0,0.0
1931.png,3,2,5,1883,1123,1888,855,28.0178514522438,0.0,0.0,0.040494363554149995,0.021450573654664087,0.00046012711011416904,0.013341176936737111,"[1108, 1869, 1139, 1899]",20,1.0,0.0,0.0,1.0,0.0
1931.png,4,1,5,1824,1002,1888,855,28.0178514522438,0.0,0.0,0.0356335272492903,0.01199123521204875,0.00014378972191067782,0.010707067094129889,"[988, 1811, 1017, 1839]",20,1.0,0.0,0.0,1.0,0.0
1934.png,1,3,4,1999,1059,1954,899,36.6742416417845,0.09727833756772786,0.09727833756772791,0.0,0.02130358589169272,0.00045384277184472906,0.06156254042439064,"[881, 1934, 922, 1973]",19,1.0,0.0,0.0,1.0,0.0
1934.png,2,1,3,1820,928,1999,1059,41.593268686170845,0.0,0.0,0.04650453029422068,0.0266294823646159,0.0007091293310073891,0.015620554928247554,"[906, 1798, 950, 1843]",19,1.0,0.0,0.0,1.0,0.0
1934.png,3,2,3,1804,1088,1999,1059,41.593268686170845,0.0,0.0,0.0,0.014585568185786138,0.00021273879930221675,0.0021878352278679207,"[1065, 1785, 1108, 1824]",19,1.0,0.0,0.0,1.0,0.0
2024.png,1,1,2,812,393,805,463,22.80350850198276,0.6764852061083789,0.6764852061083789,0.08344978274546723,0.33053691325630025,0.10925465102500297,0.4763341063398392,"[415, 780, 487, 832]",19,1.0,0.0,0.0,1.0,0.138996138996139
2024.png,2,1,3,812,393,897,389,19.235384061671343,0.4084750136710251,0.4084750136710251,0.04333472581344942,0.15774810611859288,0.024884464984002843,0.27958090557376636,"[371, 880, 410, 912]",19,1.0,0.0,0.0,1.0,0.0
2044.png,1,1,2,1035,718,1018,629,24.08318915758459,0.11467507737829019,0.11467507737829023,0.2076012436393559,0.21701114610778408,0.047093837535014005,0.1532570292529807,"[675, 990, 745, 1057]",18,0.9437939110070258,0.0351288056206089,0.00351288056206089,0.9437939110070258,0.0861812778603269
2246.png,1,3,6,1161,605,1212,614,17.0,0.13300767785558765,0.13300767785558765,0.061078829366658705,0.14075856056687863,0.019812972372859644,0.11618809814004906,"[570, 1138, 624, 1181]",18,1.0,0.0,0.0,1.0,0.0
2246.png,2,2,6,1064,629,1212,614,17.0,0.0,0.0,0.08762500372607654,0.15518701466998727,0.024083009522182845,0.045184303132017226,"[611, 1039, 641, 1121]",18,1.0,0.0,0.0,1.0,0.0
2246.png,3,5,6,1183,712,1212,614,17.0,0.0,0.0,0.04979224052339992,0.06501797272931514,0.004227336777829967,0.022200756040247252,"[686, 1170, 725, 1198]",18,1.0,0.0,0.0,1.0,0.0
2246.png,4,4,6,1131,676,1212,614,17.0,0.0,0.0,0.0,0.029945079752070655,0.0008967078013578718,0.004491761962810598,"[665, 1118, 689, 1142]",18,1.0,0.0,0.0,1.0,0.0
2246.png,5,1,6,1068,701,1212,614,17.0,0.0,0.0,0.0,0.013069104252890783,0.00017080148597292796,0.0019603656379336173,"[691, 1058, 711, 1079]",18,1.0,0.0,0.0,1.0,0.0
3058.png,1,1,2,1197,358,1199,404,14.560219778561036,0.4920425810040069,0.4920425810040069,0.03453871435359762,0.2933870299912534,0.08607594936708861,0.3478682816894915,"[349, 1188, 421, 1213]",20,1.0,0.0,0.0,1.0,0.0
3058.png,2,3,4,1023,591,1161,537,32.64965543462902,0.249737466746335,0.249737466746335,0.03947340505985343,0.06857432264318836,0.004702437725972096,0.16999697970924263,"[552, 1000, 610, 1044]",19,1.0,0.0,0.0,1.0,0.0
3058.png,3,4,6,1161,537,1133,440,30.805843601498726,0.2254495608162176,0.22544956081621764,0.034135397009170246,0.07235184286974439,0.005234789166648182,0.15465636217248477,"[408, 1113, 471, 1149]",19,1.0,0.0,0.0,1.0,0.0
3058.png,4,4,5,1161,537,1160,570,32.55764119219941,0.1670470419940937,0.1670470419940937,0.07436970847331396,0.06873586426313608,0.004724619036000266,0.12913103195425513,"[524, 1140, 590, 1180]",19,1.0,0.0,0.0,1.0,0.0
3058.png,5,1,4,1034,476,1161,537,32.64965543462902,0.0,0.0,0.061103771315591235,0.025796110188264974,0.0006654393008451079,0.019145359357137556,"[455, 1018, 493, 1051]",19,1.0,0.0,0.0,1.0,0.0
3058.png,6,2,4,1098,527,1161,537,32.64965543462902,0.0,0.0,0.0,0.008157446296759225,6.65439300845108e-05,0.0012236169445138838,"[513, 1084, 543, 1114]",19,1.0,0.0,0.0,1.0,0.0
3269.png,1,1,2,849,494,870,566,18.027756377319946,0.8279912420506486,0.8279912420506486,0.07068080986958405,0.574609029132943,0.33017553636110336,0.6006563020677266,"[464, 828, 526, 887]",24,0.7839147286821705,0.04941860465116279,0.01744186046511628,0.7839147286821705,0.11432706222865413
3354.png,1,1,2,855,610,845,567,10.0,0.05770308504075783,0.05770308504075779,0.0,0.41378379517952346,0.17121702915316983,0.0966894203013832,"[596, 839, 630, 872]",19,1.0,0.0,0.0,1.0,0.0
3366.png,1,1,2,719,402,698,349,22.02271554554524,0.95459233908135,0.95459233908135,0.5253090966537525,0.8418359269032359,0.7086877278250304,0.8303580666477335,"[363, 690, 386, 711]",19,0.21428571428571427,0.7142857142857143,0.0,0.21428571428571427,0.1870967741935484
3392.png,1,1,2,1034,434,990,397,26.0,0.30101810245131466,0.30101810245131466,0.05359483545198604,0.11797841851839982,0.013918907236102706,0.21170633311154527,"[398, 1019, 451, 1051]",19,1.0,0.0,0.0,1.0,0.0
3392.png,2,2,3,990,397,1017,334,23.194827009486403,0.23522741166534378,0.2352274116653438,0.06212305768291321,0.10560500157131443,0.011152416356877323,0.17250796165563173,"[306, 1005, 359, 1032]",19,1.0,0.0,0.0,1.0,0.0
3392.png,3,1,2,1088,301,1082,252,13.601470508735444,0.17528857876964687,0.17528857876964687,0.0331480750727547,0.05326236412913075,0.0028368794326241137,0.12144952064934642,"[243, 1073, 261, 1092]",21,1.0,0.0,0.0,1.0,0.0
3392.png,4,2,4,990,397,982,347,17.46424919657298,0.12060620771034292,0.12060620771034296,0.10911615846014748,0.01610461175959792,0.00025935851992737964,0.10205845600518232,"[338, 972, 358, 992]",19,1.0,0.0,0.0,1.0,0.0
3460.png,1,1,2,1776,980,1764,874,29.832867780352597,0.07345793868290285,0.0734579386829028,0.08077428192400148,0.012254037029905494,0.00015016142353029506,0.06610643924522788,"[860, 1751, 888, 1778]",18,1.0,0.0,0.0,1.0,0.0
3468.png,1,2,4,801,381,880,455,17.46424919657298,0.5643609504589251,0.5643609504589252,0.04385827034361064,0.22380538286704935,0.05008884940026655,0.38315194529131513,"[413, 859, 476, 896]",19,0.9912023460410557,0.0,0.0,0.9912023460410557,0.0013422818791946308
3468.png,2,2,3,801,381,871,379,18.0,0.4704580461273228,0.47045804612732284,0.06716792769681894,0.16960245675194385,0.02876499333629498,0.32450717811338997,"[358, 856, 402, 886]",19,1.0,0.0,0.0,1.0,0.0
3468.png,3,1,2,838,421,801,381,25.553864678361276,0.17493309790192424,0.17493309790192424,0.08346505877599136,0.21520397275361403,0.04631274988893825,0.15810671934819448,"[402, 794, 439, 858]",19,1.0,0.0,0.0,1.0,0.0
3493.png,1,3,4,1762,1060,1826,813,19.6468827043885,0.0,0.0,0.0,0.13106577503825553,0.017178237386378605,0.019659866255738328,"[1027, 1739, 1109, 1794]",19,1.0,0.0,0.0,1.0,0.0
