source,image,split,rank,primary_tag,priority,hardcase_similarity_score,dice,precision,recall,boundary_iou,component_delta,component_count,fg_frac,nearest_center_gap,fg_bg_contrast,panel,review_action,allowed_use,review_status,human_decision,human_notes
R122/R123 clean-test-v2 reference only,4099.png,clean-test-v2/test,11,severe_boundary_shift,reference_only,,0.8956663793879678,0.8948721244056034,0.8964620455247708,0.1387416568511975,-2,,,,,outputs/analysis/r122_r110_hard_case_audit_pack/panels/11_4099_audit.jpg,check contour placement and label extent; mark protocol ambiguity if boundary is subjective,diagnostic_reference_only_do_not_train_or_tune,pending_human_review,,
R122/R123 clean-test-v2 reference only,4078.png,clean-test-v2/test,12,underreach_high_precision,reference_only,,0.8969790738743807,0.9713642594817811,0.8331760709567843,0.12408640041764553,-1,,,,,outputs/analysis/r122_r110_hard_case_audit_pack/panels/12_4078_audit.jpg,check whether GT includes narrow/small epiphysis extent that models consistently miss,diagnostic_reference_only_do_not_train_or_tune,pending_human_review,,
R122/R123 clean-test-v2 reference only,4319.png,clean-test-v2/test,13,overmask_low_precision,reference_only,,0.8988380789084873,0.8374175786826185,0.969981496791465,0.17516429934280262,0,,,,,outputs/analysis/r122_r110_hard_case_audit_pack/panels/13_4319_audit.jpg,check whether background/carpal/wrist tissue is included by mistake or whether label protocol allows broader extent,diagnostic_reference_only_do_not_train_or_tune,pending_human_review,,
R122/R123 clean-test-v2 reference only,1468.png,clean-test-v2/test,14,under_separated_bridge,reference_only,,0.899671913720289,0.8499942292789896,0.9555168387300057,0.17436248379196082,-9,,,,,outputs/analysis/r122_r110_hard_case_audit_pack/panels/14_1468_audit.jpg,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,diagnostic_reference_only_do_not_train_or_tune,pending_human_review,,
R122/R123 clean-test-v2 reference only,3900.png,clean-test-v2/test,15,severe_boundary_shift,reference_only,,0.8997330791229743,0.8823633898938905,0.9178003597996791,0.1373663448562234,-1,,,,,outputs/analysis/r122_r110_hard_case_audit_pack/panels/15_3900_audit.jpg,check contour placement and label extent; mark protocol ambiguity if boundary is subjective,diagnostic_reference_only_do_not_train_or_tune,pending_human_review,,
R122/R123 clean-test-v2 reference only,2982.png,clean-test-v2/test,16,candidate_fixable,reference_only,,0.9015703679574358,0.907941498086386,0.8952880286815645,0.21521573845276562,-2,,,,,outputs/analysis/r122_r110_hard_case_audit_pack/panels/16_2982_audit.jpg,compare candidate masks against label; use only after finding train-side analogues,diagnostic_reference_only_do_not_train_or_tune,pending_human_review,,
R122/R123 clean-test-v2 reference only,2495.png,clean-test-v2/test,17,candidate_shared_failure,reference_only,,0.9018267978348093,0.8773464761468124,0.9277124658290578,0.19462537007515374,-2,,,,,outputs/analysis/r122_r110_hard_case_audit_pack/panels/17_2495_audit.jpg,review label/protocol or collect stronger examples; candidates do not provide a reliable correction,diagnostic_reference_only_do_not_train_or_tune,pending_human_review,,
R122/R123 clean-test-v2 reference only,1784.png,clean-test-v2/test,18,candidate_fixable,reference_only,,0.9027391109115402,0.9120272918632504,0.893638206322677,0.2509405897278852,0,,,,,outputs/analysis/r122_r110_hard_case_audit_pack/panels/18_1784_audit.jpg,compare candidate masks against label; use only after finding train-side analogues,diagnostic_reference_only_do_not_train_or_tune,pending_human_review,,
R122/R123 clean-test-v2 reference only,1789.png,clean-test-v2/test,19,severe_boundary_shift,reference_only,,0.9051968224382018,0.9292688149508185,0.882340472472282,0.1225357452339688,1,,,,,outputs/analysis/r122_r110_hard_case_audit_pack/panels/19_1789_audit.jpg,check contour placement and label extent; mark protocol ambiguity if boundary is subjective,diagnostic_reference_only_do_not_train_or_tune,pending_human_review,,
R122/R123 clean-test-v2 reference only,7397.png,clean-test-v2/test,20,mixed_boundary_bridge,reference_only,,0.9053746708163753,0.920385750357458,0.8908453814669768,0.25963248369887376,0,,,,,outputs/analysis/r122_r110_hard_case_audit_pack/panels/20_7397_audit.jpg,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,diagnostic_reference_only_do_not_train_or_tune,pending_human_review,,
R122/R123 clean-test-v2 reference only,1891.png,clean-test-v2/test,21,overmask_low_precision,reference_only,,0.9102914905903751,0.875709998650094,0.947716494729508,0.10810345322501938,-1,,,,,outputs/analysis/r122_r110_hard_case_audit_pack/panels/21_1891_audit.jpg,check whether background/carpal/wrist tissue is included by mistake or whether label protocol allows broader extent,diagnostic_reference_only_do_not_train_or_tune,pending_human_review,,
R122/R123 clean-test-v2 reference only,2168.png,clean-test-v2/test,22,under_separated_bridge,reference_only,,0.9147099967717637,0.8715141076115486,0.962411122684661,0.251215362177929,-5,,,,,outputs/analysis/r122_r110_hard_case_audit_pack/panels/22_2168_audit.jpg,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,diagnostic_reference_only_do_not_train_or_tune,pending_human_review,,
R122/R123 clean-test-v2 reference only,3660.png,clean-test-v2/test,23,under_separated_bridge,reference_only,,0.9064754402144403,0.8679849465205335,0.9485380327927992,0.2319278764224067,-7,,,,,outputs/analysis/r122_r110_hard_case_audit_pack/panels/23_3660_audit.jpg,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,diagnostic_reference_only_do_not_train_or_tune,pending_human_review,,
R122/R123 clean-test-v2 reference only,15578.png,clean-test-v2/test,24,underreach_high_precision,reference_only,,0.9058883377845606,0.9516366065464262,0.8643368523237471,0.24184202500762428,-1,,,,,outputs/analysis/r122_r110_hard_case_audit_pack/panels/24_15578_audit.jpg,check whether GT includes narrow/small epiphysis extent that models consistently miss,diagnostic_reference_only_do_not_train_or_tune,pending_human_review,,
R125 train hard-case analogue,3796.png,train,1,under_separated_bridge,P0,0.3577586274990768,,,,,,26.0,0.04385643802009829,0.028950868174433708,0.05034516751766205,outputs/analysis/r125_hard_case_curation_manifest/panels/02_train_3796_candidate.jpg,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2904.png,train,2,under_separated_bridge,P0,0.37490808873417136,,,,,,25.0,0.038092915043569375,0.03161589428782463,0.04896676540374756,outputs/analysis/r125_hard_case_curation_manifest/panels/03_train_2904_candidate.jpg,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2516.png,train,3,under_separated_bridge,P0,0.3796978885668233,,,,,,23.0,0.037420498653103026,0.027044296264648438,0.04773393273353577,outputs/analysis/r125_hard_case_curation_manifest/panels/04_train_2516_candidate.jpg,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2393.png,train,4,under_separated_bridge,P0,0.3979556877421302,,,,,,24.0,0.04131608311468983,0.03036779724061489,0.054681867361068726,outputs/analysis/r125_hard_case_curation_manifest/panels/05_train_2393_candidate.jpg,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,1387.png,train,51,severe_boundary_shift,P0,0.4005253634203861,,,,,,23.0,0.04857113128090852,0.0285860113799572,0.22661706805229187,outputs/analysis/r125_hard_case_curation_manifest/panels/06_train_1387_candidate.jpg,check contour placement and label extent; mark protocol ambiguity if boundary is subjective,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,14302.png,train,56,mixed_boundary_bridge,P0,0.43213548120161815,,,,,,27.0,0.02605773282764433,0.03783173859119415,0.21180881559848785,outputs/analysis/r125_hard_case_curation_manifest/panels/11_train_14302_candidate.jpg,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,3906.png,train,5,under_separated_bridge,P0,0.4417183853417366,,,,,,26.0,0.03655100365878108,0.02704215794801712,0.04194003343582153,outputs/analysis/r125_hard_case_curation_manifest/panels/13_train_3906_candidate.jpg,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2976.png,train,6,under_separated_bridge,P0,0.46611430518153557,,,,,,23.0,0.045255885313583516,0.02549785189330578,0.05013251304626465,outputs/analysis/r125_hard_case_curation_manifest/panels/19_train_2976_candidate.jpg,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,4140.png,train,7,under_separated_bridge,P0,0.4742684476103812,,,,,,23.0,0.040436598051424806,0.02740470878779888,0.04471223056316376,outputs/analysis/r125_hard_case_curation_manifest/panels/21_train_4140_candidate.jpg,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2741.png,train,8,under_separated_bridge,P0,0.48822189962910856,,,,,,26.0,0.042901943462897524,0.03199911490082741,0.04550653696060181,outputs/analysis/r125_hard_case_curation_manifest/panels/27_train_2741_candidate.jpg,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2509.png,train,9,under_separated_bridge,P0,0.49425629741038685,,,,,,26.0,0.03839488930271053,0.03130028769373894,0.04710300266742706,outputs/analysis/r125_hard_case_curation_manifest/panels/29_train_2509_candidate.jpg,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,15339.png,train,57,mixed_boundary_bridge,P0,0.5128069955545794,,,,,,26.0,0.031387988411244225,0.02744673192501068,0.2924942672252655,,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2906.png,train,10,under_separated_bridge,P0,0.517795334060443,,,,,,26.0,0.030217925481922855,0.027343934401869774,0.04521840810775757,,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,3053.png,train,11,under_separated_bridge,P0,0.5199924103399856,,,,,,26.0,0.0333240611961057,0.027064243331551552,0.04609948396682739,,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,3003.png,train,12,under_separated_bridge,P0,0.5215544195592907,,,,,,22.0,0.03139744953404505,0.028492199257016182,0.047214657068252563,,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,1803.png,train,52,severe_boundary_shift,P0,0.5273167959704426,,,,,,20.0,0.048691016914538025,0.0297684408724308,0.23441588878631592,,check contour placement and label extent; mark protocol ambiguity if boundary is subjective,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,3547.png,train,13,under_separated_bridge,P0,0.5337989172876682,,,,,,25.0,0.030897302171243108,0.026992356404662132,0.09212654083967209,,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,10015.png,train,58,mixed_boundary_bridge,P0,0.534677227039248,,,,,,24.0,0.025243170172886763,0.03570230305194855,0.28162121772766113,,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,3499.png,train,53,severe_boundary_shift,P0,0.5428237484072497,,,,,,23.0,0.041969176775768675,0.026749296113848686,0.2212756723165512,,check contour placement and label extent; mark protocol ambiguity if boundary is subjective,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,3495.png,train,14,under_separated_bridge,P0,0.5488605800411551,,,,,,26.0,0.036230635166537566,0.028260355815291405,0.08206264674663544,,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,6488.png,train,59,mixed_boundary_bridge,P0,0.552968240138457,,,,,,25.0,0.022692752472513247,0.03203032165765762,0.28379026055336,,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,1750.png,train,54,severe_boundary_shift,P0,0.5539133454836452,,,,,,19.0,0.04097676813916228,0.029665764421224594,0.2629847526550293,,check contour placement and label extent; mark protocol ambiguity if boundary is subjective,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,3521.png,train,15,under_separated_bridge,P0,0.5643976540845891,,,,,,26.0,0.03591397963008918,0.025427544489502907,0.03764919936656952,,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,3942.png,train,16,under_separated_bridge,P0,0.5689547972161847,,,,,,24.0,0.03612458561983781,0.022575538605451584,0.08824567496776581,,check whether adjacent epiphysis/carpal regions should be separated; confirm bridge pixels and instance boundaries,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,1794.png,train,55,severe_boundary_shift,P0,0.5730064738297995,,,,,,19.0,0.0396713588158999,0.03241685405373573,0.2230672687292099,,check contour placement and label extent; mark protocol ambiguity if boundary is subjective,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2103.png,train,35,candidate_shared_failure,P1,0.3219760403411439,,,,,,22.0,0.035041456380677724,0.03162941336631775,0.04454082250595093,outputs/analysis/r125_hard_case_curation_manifest/panels/01_train_2103_candidate.jpg,review label/protocol or collect stronger examples; candidates do not provide a reliable correction,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,15440.png,train,17,underreach_high_precision,P1,0.4131999790828067,,,,,,25.0,0.020005801255801255,0.03112821839749813,0.25531822443008423,outputs/analysis/r125_hard_case_curation_manifest/panels/08_train_15440_candidate.jpg,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2108.png,train,44,overmask_low_precision,P1,0.43095574519532576,,,,,,21.0,0.036925953058253816,0.03097386471927166,0.047195106744766235,outputs/analysis/r125_hard_case_curation_manifest/panels/10_train_2108_candidate.jpg,check whether background/carpal/wrist tissue is included by mistake or whether label protocol allows broader extent,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,14050.png,train,18,underreach_high_precision,P1,0.4408449659677371,,,,,,24.0,0.018978053602029775,0.03484933450818062,0.2661222219467163,outputs/analysis/r125_hard_case_curation_manifest/panels/12_train_14050_candidate.jpg,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,15362.png,train,19,underreach_high_precision,P1,0.4469007681364964,,,,,,26.0,0.023520318021201414,0.031370535492897034,0.3030458986759186,outputs/analysis/r125_hard_case_curation_manifest/panels/14_train_15362_candidate.jpg,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,4878.png,train,20,underreach_high_precision,P1,0.4479398438728185,,,,,,26.0,0.022846227293498188,0.03375804051756859,0.2278168797492981,outputs/analysis/r125_hard_case_curation_manifest/panels/15_train_4878_candidate.jpg,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,15003.png,train,21,underreach_high_precision,P1,0.4502072875510224,,,,,,26.0,0.020908521613025494,0.03657061979174614,0.3310602903366089,outputs/analysis/r125_hard_case_curation_manifest/panels/16_train_15003_candidate.jpg,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2163.png,train,36,candidate_shared_failure,P1,0.4596190310895857,,,,,,23.0,0.041084636983553954,0.02971784956753254,0.04128807783126831,outputs/analysis/r125_hard_case_curation_manifest/panels/17_train_2163_candidate.jpg,review label/protocol or collect stronger examples; candidates do not provide a reliable correction,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,8717.png,train,22,underreach_high_precision,P1,0.4599437423834854,,,,,,24.0,0.02423677931087814,0.03588303178548813,0.27545082569122314,outputs/analysis/r125_hard_case_curation_manifest/panels/18_train_8717_candidate.jpg,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,15380.png,train,23,underreach_high_precision,P1,0.467413783092174,,,,,,24.0,0.01703283283034646,0.040213942527770996,0.29397061467170715,outputs/analysis/r125_hard_case_curation_manifest/panels/20_train_15380_candidate.jpg,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,3181.png,train,37,candidate_shared_failure,P1,0.4749035757560824,,,,,,20.0,0.0435960189264154,0.02990119159221649,0.04575507342815399,outputs/analysis/r125_hard_case_curation_manifest/panels/22_train_3181_candidate.jpg,review label/protocol or collect stronger examples; candidates do not provide a reliable correction,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,4181.png,train,60,all_hard,P1,0.47569355094685106,,,,,,23.0,0.029970288491753188,0.03250832110643387,0.07810568809509277,outputs/analysis/r125_hard_case_curation_manifest/panels/23_train_4181_candidate.jpg,review train label/protocol consistency before using in training,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2123.png,train,38,candidate_shared_failure,P1,0.47796772510103047,,,,,,21.0,0.04414289145457948,0.029540633782744408,0.04618111252784729,outputs/analysis/r125_hard_case_curation_manifest/panels/24_train_2123_candidate.jpg,review label/protocol or collect stronger examples; candidates do not provide a reliable correction,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,15317.png,train,24,underreach_high_precision,P1,0.4780727951976674,,,,,,26.0,0.022514679976512037,0.02953067235648632,0.3080446720123291,outputs/analysis/r125_hard_case_curation_manifest/panels/25_train_15317_candidate.jpg,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2152.png,train,39,candidate_shared_failure,P1,0.492851917021358,,,,,,22.0,0.03375756048387097,0.026113588362932205,0.04870504140853882,outputs/analysis/r125_hard_case_curation_manifest/panels/28_train_2152_candidate.jpg,review label/protocol or collect stronger examples; candidates do not provide a reliable correction,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,5925.png,train,25,underreach_high_precision,P1,0.49721845531794606,,,,,,23.0,0.016819313377812506,0.03638213872909546,0.26423537731170654,outputs/analysis/r125_hard_case_curation_manifest/panels/30_train_5925_candidate.jpg,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,15177.png,train,26,underreach_high_precision,P1,0.4978489154151811,,,,,,23.0,0.01580967582563752,0.03200376033782959,0.2935265898704529,outputs/analysis/r125_hard_case_curation_manifest/panels/32_train_15177_candidate.jpg,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,4339.png,train,40,candidate_shared_failure,P1,0.498755983406748,,,,,,21.0,0.033230379645432837,0.026923134922981262,0.05079124867916107,,review label/protocol or collect stronger examples; candidates do not provide a reliable correction,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,3141.png,train,45,overmask_low_precision,P1,0.5004687865915647,,,,,,23.0,0.033044691013186626,0.02659747377038002,0.04407525062561035,,check whether background/carpal/wrist tissue is included by mistake or whether label protocol allows broader extent,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,3197.png,train,46,overmask_low_precision,P1,0.5121672210302075,,,,,,23.0,0.03627960268542215,0.02330814301967621,0.049788832664489746,,check whether background/carpal/wrist tissue is included by mistake or whether label protocol allows broader extent,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2886.png,train,47,overmask_low_precision,P1,0.5128664273057453,,,,,,22.0,0.03556190493039768,0.026835327968001366,0.041891828179359436,,check whether background/carpal/wrist tissue is included by mistake or whether label protocol allows broader extent,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,11779.png,train,27,underreach_high_precision,P1,0.5156417565996287,,,,,,25.0,0.020823151266979284,0.032842107117176056,0.2717358469963074,,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,3535.png,train,61,all_hard,P1,0.518267834886461,,,,,,24.0,0.032926343362776,0.02825491689145565,0.07873678207397461,,review train label/protocol consistency before using in training,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,3922.png,train,48,overmask_low_precision,P1,0.521454985499808,,,,,,22.0,0.040517263345649125,0.02400871552526951,0.049789443612098694,,check whether background/carpal/wrist tissue is included by mistake or whether label protocol allows broader extent,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,10621.png,train,28,underreach_high_precision,P1,0.5223136800796294,,,,,,26.0,0.020128767510966462,0.033979788422584534,0.3763139843940735,,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,10910.png,train,29,underreach_high_precision,P1,0.5224804389382572,,,,,,26.0,0.022776540095447148,0.03042140044271946,0.3244541883468628,,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,2148.png,train,41,candidate_shared_failure,P1,0.5252519937368154,,,,,,24.0,0.03943460490463215,0.027917100116610527,0.04167059063911438,,review label/protocol or collect stronger examples; candidates do not provide a reliable correction,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
R125 train hard-case analogue,9789.png,train,30,underreach_high_precision,P1,0.5259697087737653,,,,,,24.0,0.025310192007604777,0.0365317240357399,0.311980664730072,,check whether GT includes narrow/small epiphysis extent that models consistently miss,eligible_for_isolated_corrected_train_variant_after_human_confirmation,pending_human_review,,
