image,rank,pair_a,pair_b,peak_a_y,peak_a_x,peak_b_y,peak_b_x,peak_min,neck_score,saddle_score,gray_valley_score,two_side_support,basin_balance,score,roi_xyxy,component_id,seam_gt_fg_fraction,seam_gt_gap_fraction,seam_gt_interinstance_fraction,seam_destructive_fg_fraction,roi_gt_gap_coverage
12482.png,1,1,2,946,750,985,757,33.37663853655727,0.26598772940742765,0.26598772940742765,0.009826117059185823,0.2762624464791369,0.07632093933463796,0.20348853388112356,"[734, 928, 777, 1020]",20,1.0,0.0,0.0,1.0,0.0
12482.png,2,1,2,1107,819,1106,767,24.186773244895647,0.10338626602618639,0.10338626602618643,0.06326417329404492,0.10617537166910045,0.011273209549071617,0.09377410868958815,"[784, 1095, 832, 1121]",27,1.0,0.0,0.0,1.0,0.0
12486.png,1,1,2,866,457,847,422,18.601075237738275,0.3337384537720077,0.3337384537720078,0.07282906956465775,0.1212872014082925,0.014710585225455708,0.23664341986561296,"[411, 831, 438, 861]",20,1.0,0.0,0.0,1.0,0.0
12486.png,2,1,2,869,364,836,301,27.0,0.15361448563123703,0.15361448563123706,0.014632933230513531,0.07962206356494206,0.006339673006339673,0.10777023422111191,"[284, 822, 317, 857]",19,1.0,0.0,0.0,1.0,0.0
12522.png,1,3,4,1070,439,1117,534,28.160255680657446,0.0,0.0,0.08791147749458872,0.051778950589337604,0.002681059724133065,0.02974471196204782,"[422, 1052, 457, 1090]",19,1.0,0.0,0.0,1.0,0.0
12522.png,2,1,4,962,486,1117,534,28.160255680657446,0.0,0.0,0.0021134480268161213,0.11923368634002687,0.014216671958231912,0.01841341495770806,"[466, 933, 505, 1019]",19,1.0,0.0,0.0,1.0,0.0
12522.png,3,2,4,941,407,1117,534,28.160255680657446,0.0,0.0,0.0012113398820917318,0.015714315493629005,0.00024693971143330864,0.0026599822945672837,"[392, 927, 422, 956]",19,1.0,0.0,0.0,1.0,0.0
12566.png,1,3,4,1509,847,1502,806,36.0,0.6139562804671146,0.6139562804671146,0.0,0.3073135203956115,0.09444159981794391,0.4144707963396105,"[673, 1416, 839, 1524]",20,0.9993556701030928,0.0006443298969072165,0.039304123711340205,0.9606958762886598,0.23766816143497757
12566.png,2,3,6,1509,847,1335,672,33.0,0.5462562131861948,0.5462562131861948,0.0,0.2262185464207637,0.05117483074472322,0.3616865098748314,"[610, 1301, 710, 1393]",20,1.0,0.0,0.0,1.0,0.0
12566.png,3,4,5,1502,806,1455,724,35.35533905932738,0.3294799530559799,0.3294799530559799,0.07850081498551584,0.291444264030268,0.08493975903614458,0.2610298151845071,"[689, 1434, 744, 1480]",20,1.0,0.0,0.0,1.0,0.0
12566.png,4,1,3,1367,769,1509,847,36.49657518178932,0.08409973120320091,0.08409973120320097,0.0,0.10812684642225245,0.011691414917221369,0.06667886568525842,"[741, 1324, 794, 1404]",20,1.0,0.0,0.0,1.0,0.0
12566.png,5,2,3,1423,824,1509,847,36.49657518178932,0.059597830257417495,0.059597830257417474,0.0,0.05306769483909278,0.0028161802355350742,0.0437188523803144,"[803, 1401, 850, 1448]",20,1.0,0.0,0.0,1.0,0.0
12566.png,6,1,2,1504,601,1521,664,14.317821063276353,0.0,0.0,0.03837225907374934,0.041036254447288284,0.0016839741790625876,0.015748502935530578,"[592, 1494, 610, 1514]",23,1.0,0.0,0.0,1.0,0.0
12584.png,1,1,2,1019,585,1012,521,34.713109915419565,0.7450448888370147,0.7450448888370146,0.15414891940624575,0.868225460140432,0.7538154496360648,0.615797982174835,"[462, 972, 634, 1098]",19,0.9547085201793722,0.019730941704035873,0.005829596412556054,0.9533632286995516,0.22207621550591328
12584.png,2,1,2,1159,659,1121,550,29.410882339705484,0.29647587110414186,0.29647587110414186,0.0,0.2019067323803944,0.0407663285805282,0.20817153251954426,"[554, 1139, 677, 1178]",22,1.0,0.0,0.0,1.0,0.002628120893561104
12584.png,3,2,4,1121,550,1078,476,28.30194339616981,0.09577414509158988,0.09577414509158991,0.0,0.017146076708512467,0.00029398794649419373,0.0600363985612308,"[462, 1064, 491, 1094]",22,1.0,0.0,0.0,1.0,0.0
12584.png,4,2,3,1121,550,1087,651,28.792360097775937,0.09419315978267073,0.0941931597826707,0.0,0.017146076708512467,0.00029398794649419373,0.0590878073758793,"[637, 1073, 666, 1101]",22,1.0,0.0,0.0,1.0,0.0
12585.png,1,2,3,1177,641,1225,722,38.07886552931954,0.06926884639190534,0.06926884639190532,0.03430218443527677,0.018935794372265745,0.00035856430850873106,0.052977223099802254,"[623, 1160, 658, 1198]",20,1.0,0.0,0.0,1.0,0.0
12585.png,2,1,3,1145,696,1225,722,38.07886552931954,0.012009098910141236,0.01200909891014125,0.03233592773902822,0.08447147293213104,0.007135429739323748,0.027960162220661458,"[673, 1104, 720, 1165]",20,0.84375,0.0,0.0,0.84375,0.026865671641791045
12619.png,1,1,6,1327,650,1438,459,33.13608305156178,0.8856804684146918,0.8856804684146918,0.18087950355258164,0.4568913232034031,0.20874968121855655,0.645161855417471,"[407, 1300, 521, 1479]",19,0.8930246189917936,0.0,0.0,0.8930246189917936,0.0675
12619.png,2,1,2,1542,430,1537,492,13.038404810405298,0.6503934561581746,0.6503934561581746,0.0,0.9448122337629117,0.8926701570680629,0.5319579087593415,"[407, 1514, 517, 1551]",20,0.9946010797840432,0.0,0.0,0.9946010797840432,0.0
12619.png,3,1,4,1327,650,1413,622,35.11409973215888,0.08806719994981804,0.08806719994981808,0.07997313117479035,0.016679606102409254,0.0002782092597315281,0.07533554367894982,"[606, 1395, 640, 1429]",19,1.0,0.0,0.0,1.0,0.0
12619.png,4,1,5,1327,650,1379,555,33.37663853655727,0.08418177801190052,0.08418177801190058,0.008935734416504342,0.023588525165068208,0.0005564185194630562,0.05628127918602665,"[539, 1358, 571, 1400]",19,1.0,0.0,0.0,1.0,0.0
12619.png,5,1,3,1327,650,1325,544,35.77708763999664,0.07147259656812965,0.07147259656812963,0.015783887384217255,0.01273925958772296,0.00016228873484339137,0.048740418725090544,"[528, 1309, 562, 1345]",19,1.0,0.0,0.0,1.0,0.0
12619.png,6,2,6,1337,465,1438,459,33.13608305156178,0.0,0.0,0.09982840072237993,0.0210771677730368,0.000444247001332741,0.028118675346550503,"[449, 1322, 481, 1354]",19,1.0,0.0,0.0,1.0,0.0
12621.png,1,1,2,854,569,834,652,24.413111231467404,0.04935142788293034,0.049351427882930315,0.12754294106525063,0.06367738879225848,0.004054809843400447,0.07104820031490963,"[556, 838, 586, 869]",19,1.0,0.0,0.0,1.0,0.0
12662.png,1,5,6,957,561,902,428,25.942243542145693,0.21064716269923456,0.21064716269923453,0.0,0.03391499019278829,0.0011502265597769258,0.13147554614845897,"[415, 888, 443, 924]",19,1.0,0.0,0.0,1.0,0.0
12662.png,2,4,5,905,564,957,561,26.40075756488817,0.1624622446911147,0.1624622446911147,0.007128734295424006,0.05991745221983207,0.0035901010805158592,0.10824714822149961,"[548, 884, 584, 924]",19,1.0,0.0,0.0,1.0,0.0
12662.png,3,3,5,842,595,957,561,26.40075756488817,0.11523688584423497,0.11523688584423494,0.05493296188540223,0.04457302959063269,0.001986754966887417,0.08956132641648644,"[577, 827, 611, 860]",19,1.0,0.0,0.0,1.0,0.0
12662.png,4,1,5,874,515,957,561,26.40075756488817,0.04881749002628699,0.04881749002628699,0.10878098136909484,0.11629220057662054,0.013523875914952944,0.07392956944453899,"[502, 815, 535, 889]",19,1.0,0.0,0.0,1.0,0.0
12662.png,5,2,5,824,452,957,561,26.40075756488817,0.0,0.0,0.08799825062537202,0.023615367978084265,0.0005576856047403276,0.025541867853055643,"[435, 810, 466, 838]",19,1.0,0.0,0.0,1.0,0.0
12687.png,1,1,2,942,578,992,561,21.37755832643195,0.7642630524828827,0.7642630524828828,0.1342052794382794,0.3885763207390194,0.15099155703907324,0.5503955994601524,"[538, 958, 588, 1020]",22,0.9466338259441708,0.013957307060755337,0.011494252873563218,0.9392446633825944,0.2413793103448276
12687.png,2,1,2,934,744,915,699,18.788294228055936,0.13244151289707184,0.13244151289707184,0.0,0.029045559805793826,0.000843644544431946,0.08382174170911218,"[689, 904, 710, 927]",20,1.0,0.0,0.0,1.0,0.0
12799.png,1,1,2,904,474,875,418,25.298221281347036,0.29755904006366485,0.29755904006366485,0.11570488056216767,0.15968719422671313,0.0255,0.2314147233127478,"[396, 858, 439, 904]",19,1.0,0.0,0.0,1.0,0.0
12840.png,1,1,2,1485,599,1482,532,21.18962010041709,0.37636713273793776,0.3763671327379377,0.0,0.2949942288241505,0.08702159503955527,0.27006941396638523,"[519, 1468, 621, 1495]",24,1.0,0.0,0.0,1.0,0.0
12840.png,2,4,6,1316,765,1391,826,41.43669871020132,0.2107037209243111,0.21070372092431108,0.0,0.0809154667713413,0.006547312762824039,0.13855955257028785,"[738, 1291, 794, 1366]",21,1.0,0.0,0.0,1.0,0.0111731843575419
12840.png,3,3,6,1256,708,1391,826,41.43669871020132,0.11928569973827374,0.1192856997382737,0.0,0.10530727367210728,0.011089621888252098,0.08736751089378031,"[677, 1178, 728, 1288]",21,1.0,0.0,0.0,1.0,0.0
12840.png,4,5,6,1214,597,1391,826,41.43669871020132,0.08264415006742387,0.08264415006742386,0.0,0.03837579688762018,0.0014727017867598787,0.055342859573597344,"[570, 1192, 620, 1238]",21,1.0,0.0,0.0,1.0,0.0
12840.png,5,2,3,1202,697,1256,708,45.12205669071391,0.014313758323351355,0.014313758323351335,0.0,0.21540659228538014,0.0464,0.040899243836817825,"[683, 1184, 719, 1227]",21,1.0,0.0,0.0,1.0,0.0
12840.png,6,1,6,1346,663,1391,826,41.43669871020132,0.0,0.0,0.0,0.02456166587837466,0.0006032754307209141,0.003684249881756199,"[638, 1326, 684, 1367]",21,1.0,0.0,0.0,1.0,0.0
12854.png,1,1,5,1211,659,1243,730,28.635642126552707,0.6450894732437591,0.6450894732437591,0.0,0.3843536022603771,0.14772769157052817,0.444706724285312,"[594, 1161, 769, 1269]",21,0.948169626676332,0.0,0.017397607828923523,0.9307720188474085,0.031207598371777476
12854.png,2,3,5,1109,710,1243,730,28.635642126552707,0.2643028382935746,0.26430283829357454,0.0,0.13697016864322464,0.018760827098153403,0.17912722827262842,"[688, 1088, 739, 1138]",21,1.0,0.0,0.0,1.0,0.0
12854.png,3,4,5,1134,781,1243,730,28.635642126552707,0.187398281108754,0.187398281108754,0.0,0.06650552441384643,0.004422984777560724,0.12241479732732936,"[765, 1109, 800, 1154]",21,1.0,0.0,0.0,1.0,0.0
12854.png,4,2,5,1109,601,1243,730,28.635642126552707,0.0,0.0,0.0,0.07410717081005881,0.0054918727654712325,0.011116075621508821,"[585, 1093, 620, 1143]",21,1.0,0.0,0.0,1.0,0.0
12870.png,1,1,2,1296,727,1288,812,15.0,0.9214986601226735,0.9214986601226735,0.2322824833315639,0.7672998934477807,0.5887491264849756,0.7260648009236621,"[755, 1295, 769, 1310]",19,1.0,0.0,0.0,1.0,0.0
12905.png,1,5,6,1413,850,1205,721,41.773197148410844,0.16204542595005833,0.1620454259500583,0.009328643186911716,0.03248991615338157,0.001055594651653765,0.10443290378977015,"[701, 1178, 747, 1225]",18,1.0,0.0,0.0,1.0,0.0
12905.png,2,4,5,1352,754,1413,850,42.5440947723653,0.12421305339973654,0.12421305339973655,0.0,0.0508472415465294,0.0025854419728911053,0.08215491827182134,"[733, 1328, 776, 1394]",18,0.6737967914438503,0.0,0.0,0.6737967914438503,0.0
