distance,gt_gap_coverage,i,image,j,rank,roi_area_fraction,roi_xyxy,valley_score
64.98292345304124,0.18677229624294803,24,11852.png,21,1,0.03263090614091155,"[316, 904, 520, 1148]",0.026274502277374268
65.59697858010243,0.14548073460568958,25,11852.png,24,2,0.025643345297212253,"[315, 979, 492, 1200]",0.04660630226135254
80.91853742819995,0.19163365742407873,23,11852.png,22,3,0.038452234623137814,"[480, 901, 762, 1109]",0.030351340770721436
80.91853742819995,0.19163365742407873,22,11852.png,23,4,0.038452234623137814,"[480, 901, 762, 1109]",0.030351310968399048
77.40573664270417,0.21152177685233386,23,11945.png,25,0,0.028361610534312486,"[369, 907, 593, 1109]",0.07007390260696411
77.40573664270417,0.21152177685233386,25,11945.png,23,1,0.028361610534312486,"[369, 907, 593, 1109]",0.07007360458374023
104.02992133155743,0.2800046272196194,24,11945.png,25,2,0.035494635814556384,"[420, 926, 706, 1124]",0.06935042142868042
86.4118664486271,0.15569900761152328,23,12498.png,24,0,0.030653341288782818,"[436, 1076, 652, 1350]",0.05779874324798584
86.4118664486271,0.15569900761152328,24,12498.png,23,1,0.030653341288782818,"[436, 1076, 652, 1350]",0.05779874324798584
94.84016937426665,0.20035648906445708,20,12498.png,21,2,0.05121734950941395,"[602, 970, 978, 1233]",0.0027309060096740723
94.84016937426665,0.20035648906445708,21,12498.png,20,3,0.05121734950941395,"[602, 970, 978, 1233]",0.0027309060096740723
96.17395251984888,0.2815300125252915,22,12498.png,20,4,0.05033997116149563,"[605, 979, 896, 1313]",0.039934635162353516
48.85529297889945,0.10757911279377098,22,12627.png,21,0,0.013301768337344354,"[472, 901, 616, 1014]",0.03921574354171753
48.85529297889945,0.10757911279377098,21,12627.png,22,1,0.013301768337344354,"[472, 901, 616, 1014]",0.03921562433242798
53.74163821040404,0.07357668404886063,20,12627.png,22,2,0.015079751752642043,"[521, 885, 664, 1014]",0.07833623886108398
58.8460476028789,0.13243803128794915,23,12627.png,25,3,0.016350907711624986,"[328, 963, 474, 1100]",0.0719449520111084
58.8460476028789,0.13243803128794915,25,12627.png,23,4,0.016350907711624986,"[328, 963, 474, 1100]",0.07194489240646362
65.65759068242473,0.13150939352810914,24,12627.png,21,5,0.01736292769697604,"[464, 893, 584, 1070]",0.06566113233566284
71.90333496689031,0.14709035968417974,23,12827.png,24,0,0.020457796852646638,"[557, 1283, 832, 1491]",-0.002644836902618408
71.90333496689031,0.14709035968417974,24,12827.png,23,1,0.020457796852646638,"[557, 1283, 832, 1491]",-0.002644836902618408
113.83947056938312,0.21961204795789063,25,12827.png,26,2,0.031221745350500714,"[321, 1313, 577, 1654]",0.10487997531890869
113.83947056938312,0.21961204795789063,26,12827.png,25,3,0.031221745350500714,"[321, 1313, 577, 1654]",0.10487985610961914
54.2486135519668,0.1654161375966755,20,13220.png,21,0,0.01613178999044389,"[454, 917, 644, 1062]",0.02023071050643921
54.2486135519668,0.1654161375966755,21,13220.png,20,1,0.01613178999044389,"[454, 917, 644, 1062]",0.020230591297149658
91.41518378805854,0.20674131363269074,19,13220.png,21,2,0.02744219490715584,"[498, 857, 717, 1071]",0.054317623376846313
52.5473592473558,0.1050367913773448,19,13436.png,23,0,0.011262382937259785,"[764, 978, 910, 1149]",0.02747553586959839
52.5473592473558,0.1050367913773448,23,13436.png,19,1,0.011262382937259785,"[764, 978, 910, 1149]",0.02747553586959839
65.6623285193342,0.11726603793139186,21,13436.png,23,2,0.015595734314946137,"[783, 984, 984, 1156]",0.043539464473724365
68.25707385932493,0.13959995854492693,25,13436.png,23,3,0.014201808044172577,"[758, 1023, 917, 1221]",0.07303738594055176
77.1539677789501,0.212664524821225,24,13436.png,26,4,0.0211118930330753,"[556, 1064, 790, 1264]",0.04851341247558594
77.1539677789501,0.212664524821225,26,13436.png,24,5,0.0211118930330753,"[556, 1064, 790, 1264]",0.04851341247558594
95.89330404868218,0.18592600269457976,28,13436.png,24,6,0.02778875475919811,"[512, 1055, 741, 1324]",0.08572405576705933
55.93504906232727,0.18360957642725598,20,13441.png,23,0,0.029272654037691633,"[303, 774, 462, 955]",0.054307758808135986
55.93504906232727,0.18360957642725598,23,13441.png,20,1,0.029272654037691633,"[303, 774, 462, 955]",0.054307758808135986
63.39879934815748,0.23425414364640884,19,13441.png,20,2,0.04643202974969892,"[303, 757, 542, 948]",0.03611111640930176
131.374745827456,0.269060773480663,22,13441.png,19,3,0.07973667936073951,"[346, 733, 674, 972]",0.01870560646057129
63.88793782568196,0.181826147914476,23,13454.png,25,0,0.020959391179589545,"[371, 840, 539, 988]",0.03819757699966431
63.88793782568196,0.181826147914476,25,13454.png,23,1,0.020959391179589545,"[371, 840, 539, 988]",0.03819757699966431
95.70758352728332,0.2488608482299334,22,13454.png,25,2,0.02909059642887851,"[422, 828, 625, 998]",0.033746182918548584
87.78902499767692,0.20717084174284697,26,13480.png,24,0,0.02508612095428927,"[393, 969, 614, 1153]",0.048340678215026855
87.78902499767692,0.20717084174284697,24,13480.png,26,1,0.02508612095428927,"[393, 969, 614, 1153]",0.04834061861038208
99.22035192870553,0.3038109937077051,23,13480.png,24,2,0.034218890347543704,"[432, 935, 715, 1131]",0.05580538511276245
81.29431396057323,0.3003822467615205,27,13840.png,23,0,0.03489624339390517,"[327, 951, 564, 1193]",0.035199105739593506
81.29431396057323,0.3003822467615205,23,13840.png,27,1,0.03489624339390517,"[327, 951, 564, 1193]",0.03519904613494873
92.47197849728944,0.23486939902314716,30,13840.png,27,2,0.03794815881155396,"[301, 1021, 571, 1252]",0.0587846040725708
113.01801375065854,0.41229560416224253,26,13840.png,27,3,0.051445096552722815,"[355, 957, 684, 1214]",0.08392101526260376
58.78406211397615,0.21950646298472384,22,13867.png,20,0,0.021130641605754726,"[437, 1001, 625, 1218]",0.02398502826690674
58.78406211397615,0.21950646298472384,20,13867.png,22,1,0.021130641605754726,"[437, 1001, 625, 1218]",0.023984968662261963
80.33387939646754,0.2172737955346651,25,13867.png,22,2,0.025234946049425687,"[390, 1046, 600, 1278]",0.01045757532119751
114.1769116062129,0.29858989424206817,21,13867.png,23,3,0.03915767490428124,"[565, 991, 845, 1261]",0.029885530471801758
114.1769116062129,0.29858989424206817,23,13867.png,21,4,0.03915767490428124,"[565, 991, 845, 1261]",0.02988535165786743
46.223321918726235,0.1544453397797475,10,1418.png,11,0,0.004272258658263255,"[1366, 1119, 1479, 1236]",0.012869715690612793
46.223321918726235,0.1544453397797475,11,1418.png,10,1,0.004272258658263255,"[1366, 1119, 1479, 1236]",0.012869477272033691
47.602415001004516,0.16398066075745366,6,1418.png,8,2,0.004487794285300664,"[1516, 1040, 1628, 1164]",0.014897525310516357
47.602415001004516,0.16398066075745366,8,1418.png,6,3,0.004487794285300664,"[1516, 1040, 1628, 1164]",0.014897525310516357
49.6792375376663,0.16263765780284717,7,1418.png,9,4,0.00419922859572884,"[1438, 1069, 1553, 1182]",0.017007648944854736
49.6792375376663,0.16263765780284717,9,1418.png,7,5,0.00419922859572884,"[1438, 1069, 1553, 1182]",0.017007410526275635
78.74857034648538,0.2624227773301101,5,1418.png,8,6,0.008104398090102294,"[1539, 1023, 1704, 1175]",0.009019613265991211
107.0022908473209,0.05694332527531561,12,1418.png,14,7,0.01164053956936822,"[1212, 1243, 1433, 1406]",-0.0018444061279296875
206.17954695649556,0.4096779604159678,32,1452.png,20,0,0.1730612134106461,"[400, 1173, 1209, 1835]",-0.008627593517303467
206.17954695649556,0.4096779604159678,20,1452.png,32,1,0.1730612134106461,"[400, 1173, 1209, 1835]",-0.008627653121948242
63.40590597188728,0.16309689945998423,24,15274.png,25,0,0.013450034203031468,"[501, 1092, 683, 1248]",0.04249626398086548
63.40590597188728,0.16309689945998423,25,15274.png,24,1,0.013450034203031468,"[501, 1092, 683, 1248]",0.04249623417854309
87.70206377624156,0.15793944542200108,27,15274.png,24,2,0.018985051096107677,"[477, 1079, 649, 1312]",0.04310452938079834
96.9403575713024,0.27704629573448214,23,15274.png,25,3,0.02160191461180033,"[550, 1073, 790, 1263]",0.08411091566085815
70.32179371643797,0.2414606130221873,25,15369.png,27,0,0.01374642915900151,"[600, 1030, 802, 1212]",0.05074697732925415
70.32179371643797,0.2414606130221873,27,15369.png,25,1,0.01374642915900151,"[600, 1030, 802, 1212]",0.05074697732925415
90.70609211840767,0.2250770811921891,29,15369.png,27,2,0.01827821899163937,"[570, 1068, 812, 1270]",0.05377650260925293
102.9986256222468,0.36799467988634305,26,15369.png,27,3,0.02316372773365639,"[629, 1024, 924, 1234]",0.08367496728897095
99.33137809912726,0.23709868233182393,27,1572.png,28,0,0.020234988937209125,"[1007, 1629, 1305, 1985]",0.012402355670928955
99.33137809912726,0.23709868233182393,28,1572.png,27,1,0.020234988937209125,"[1007, 1629, 1305, 1985]",0.012402355670928955
276.33431791851507,0.4162689185330233,29,1572.png,28,2,0.0611438544289311,"[678, 1649, 1323, 2146]",0.0028442740440368652
135.03385086869193,0.27849948393066876,23,1585.png,25,0,0.02733482108796826,"[773, 1602, 1120, 2015]",0.019269108772277832
135.03385086869193,0.27849948393066876,25,1585.png,23,1,0.02733482108796826,"[773, 1602, 1120, 2015]",0.019269108772277832
76.65506325340071,0.17458971205631652,23,1620.png,22,0,0.02380909295369765,"[606, 1434, 913, 1674]",0.011753439903259277
76.65506325340071,0.17458971205631652,22,1620.png,23,1,0.02380909295369765,"[606, 1434, 913, 1674]",0.011753350496292114
83.6794406431568,0.20325685933590604,20,1620.png,24,2,0.024616947627750907,"[370, 1395, 630, 1688]",0.03547438979148865
83.6794406431568,0.20325685933590604,24,1620.png,20,3,0.024616947627750907,"[370, 1395, 630, 1688]",0.03547438979148865
146.88826450333542,0.25037106144777577,27,1620.png,24,4,0.041398351200924444,"[299, 1432, 613, 1840]",0.06586146354675293
195.17733614139306,0.3276402670699768,27,1736.png,26,0,0.07798576624692692,"[249, 1300, 871, 1688]",0.026981741189956665
195.17733614139306,0.3276402670699768,26,1736.png,27,1,0.07798576624692692,"[249, 1300, 871, 1688]",0.02698168158531189
102.11257575525988,0.1708312269805734,21,1807.png,22,0,0.04746307780997707,"[602, 1413, 1034, 1753]",0.012662827968597412
102.11257575525988,0.1708312269805734,22,1807.png,21,1,0.04746307780997707,"[602, 1413, 1034, 1753]",0.012662798166275024
426.6281486586582,0.4308153390626128,23,1807.png,21,2,0.2515562512440962,"[93, 1265, 1104, 2035]",-0.020756155252456665
182.65952977918636,0.4013284765373902,23,1880.png,24,0,0.04489086852779149,"[705, 1288, 1165, 1590]",0.011466622352600098
182.65952977918636,0.4013284765373902,24,1880.png,23,1,0.04489086852779149,"[705, 1288, 1165, 1590]",0.011466622352600098
58.555114951233804,0.1646398503274088,14,1884.png,12,0,0.010970666473643257,"[574, 1461, 768, 1636]",0.0017825961112976074
58.555114951233804,0.1646398503274088,12,1884.png,14,1,0.010970666473643257,"[574, 1461, 768, 1636]",0.001782536506652832
117.18933452846473,0.24836295603367634,16,1884.png,14,2,0.02448381317746693,"[570, 1446, 801, 1774]",0.010501563549041748
450.98925293624035,0.7217025257249766,11,1884.png,14,3,0.18821333567718904,"[439, 1208, 1383, 1825]",0.009571552276611328
246.12723804475803,0.4118407863678986,32,1886.png,41,0,0.1405699244678416,"[851, 1530, 1716, 2382]",0.034745246171951294
246.12723804475803,0.4118407863678986,41,1886.png,32,1,0.1405699244678416,"[851, 1530, 1716, 2382]",0.034745216369628906
169.7723038664337,0.2529933641084824,22,1934.png,25,0,0.03624170290684367,"[628, 1709, 1005, 2213]",0.07572013139724731
169.7723038664337,0.2529933641084824,25,1934.png,22,1,0.03624170290684367,"[628, 1709, 1005, 2213]",0.07572007179260254
377.60827113466314,0.40302221581073283,19,1934.png,22,2,0.11318951705195697,"[537, 1513, 1443, 2168]",0.00470927357673645
56.049264354300874,0.24385367298578198,24,2024.png,21,0,0.03677128355791595,"[249, 741, 414, 954]",0.005410552024841309
56.049264354300874,0.24385367298578198,21,2024.png,24,1,0.03677128355791595,"[249, 741, 414, 954]",0.005410522222518921
59.37406826477034,0.1752813981042654,27,2024.png,24,2,0.025305171834734817,"[262, 813, 401, 987]",0.003526553511619568
91.54852166038637,0.2531101895734597,20,2024.png,23,3,0.047022671701334944,"[382, 725, 593, 938]",0.008859172463417053
91.54852166038637,0.2531101895734597,23,2024.png,20,4,0.047022671701334944,"[382, 725, 593, 938]",0.008859142661094666
65.44805924903379,0.6412302335702887,21,2246.png,19,0,0.02654690302629547,"[443, 969, 655, 1222]",0.023981913924217224
65.44805924903379,0.6412302335702887,19,2246.png,21,1,0.02654690302629547,"[443, 969, 655, 1222]",0.02398189902305603
88.75514230094699,0.6773538372261715,24,2246.png,21,2,0.03235607971396103,"[422, 1022, 653, 1305]",0.03287196159362793
196.87946952848736,1.0,20,2246.png,19,3,0.0857334896041623,"[403, 904, 917, 1241]",0.0037400424480438232
197.39989273639026,0.32033859702399026,29,3249.png,30,0,0.03908833254605574,"[780, 1805, 1442, 2205]",0.009085774421691895
197.39989273639026,0.32033859702399026,30,3249.png,29,1,0.03908833254605574,"[780, 1805, 1442, 2205]",0.009085595607757568
68.31429231790463,0.193891301092978,23,3269.png,25,0,0.02591430938572612,"[361, 747, 512, 950]",0.01133379340171814
68.31429231790463,0.193891301092978,25,3269.png,23,1,0.02591430938572612,"[361, 747, 512, 950]",0.011333778500556946
125.08453725202158,0.4356939661625992,22,3269.png,23,2,0.05870348139255702,"[336, 715, 662, 928]",0.013699337840080261
59.05246663387056,0.22109977088106644,25,3352.png,27,0,0.036709023231934285,"[171, 609, 355, 752]",0.011899612843990326
59.05246663387056,0.22109977088106644,27,3352.png,25,1,0.036709023231934285,"[171, 609, 355, 752]",0.011899605393409729
54.30048087923599,0.228546332894159,20,3353.png,21,0,0.033349501579803896,"[344, 742, 553, 918]",0.005259528756141663
54.30048087923599,0.228546332894159,21,3353.png,20,1,0.033349501579803896,"[344, 742, 553, 918]",0.005259528756141663
54.76689999210259,0.1963109354413702,22,3353.png,21,2,0.025294994945534163,"[337, 749, 492, 929]",0.007324114441871643
55.02110189123698,0.1510759771629337,23,3353.png,22,3,0.017075481534200375,"[344, 816, 490, 945]",0.014973267912864685
59.62135903121013,0.19139218269653052,24,3353.png,23,4,0.02838660543887723,"[381, 841, 583, 996]",0.018769562244415283
77.60963482391558,0.24702635210619703,26,3354.png,24,0,0.028320473880343675,"[381, 798, 620, 983]",0.014843575656414032
77.60963482391558,0.24702635210619703,24,3354.png,26,1,0.028320473880343675,"[381, 798, 620, 983]",0.014843538403511047
38.86373420468232,0.08698001080497028,21,3366.png,23,0,0.009955778342203772,"[404, 658, 495, 746]",0.010714292526245117
38.86373420468232,0.08698001080497028,23,3366.png,21,1,0.009955778342203772,"[404, 658, 495, 746]",0.01071428507566452
41.261650641470965,0.08319827120475419,22,3366.png,23,2,0.013091202040884832,"[433, 662, 550, 752]",0.007813721895217896
47.20762712403024,0.16423554835224202,24,3366.png,25,3,0.02012041916711112,"[281, 697, 417, 816]",0.00830891728401184
47.20762712403024,0.16423554835224202,25,3366.png,24,4,0.02012041916711112,"[281, 697, 417, 816]",0.00830891728401184
97.30754260527264,0.2748221906116643,22,3392.png,21,0,0.04900264515506054,"[170, 886, 388, 1170]",0.015063591301441193
97.30754260527264,0.2748221906116643,21,3392.png,22,1,0.04900264515506054,"[170, 886, 388, 1170]",0.015063568949699402
48.94259967514296,0.17567765567765567,22,3468.png,23,0,0.025947750650344496,"[409, 764, 603, 922]",0.0006535947322845459
48.94259967514296,0.17567765567765567,23,3468.png,22,1,0.025947750650344496,"[409, 764, 603, 922]",0.0006535500288009644
69.70485876281835,0.22791208791208792,21,3468.png,25,2,0.031013369203511058,"[241, 754, 413, 967]",0.012350499629974365
69.70485876281835,0.22791208791208792,25,3468.png,21,3,0.031013369203511058,"[241, 754, 413, 967]",0.012350469827651978
105.36078362355809,0.3375824175824176,26,3468.png,25,4,0.05643711953894744,"[217, 806, 530, 1019]",0.011142268776893616
46.83383933639448,0.18497351547253973,22,3567.png,24,0,0.024595677477846342,"[323, 736, 468, 910]",0.0021941959857940674
46.83383933639448,0.18497351547253973,24,3567.png,22,1,0.024595677477846342,"[323, 736, 468, 910]",0.0021941810846328735
54.02668092503427,0.15068302202397546,23,3567.png,20,2,0.029979820431082386,"[439, 721, 640, 874]",0.001787811517715454
54.02668092503427,0.15068302202397546,20,3567.png,23,3,0.029979820431082386,"[439, 721, 640, 874]",0.0017877668142318726
59.14787560422927,0.16531920825202118,26,3567.png,24,4,0.025803527037697775,"[296, 782, 449, 955]",0.005395755171775818
68.30865403868259,0.2496515193755227,25,3567.png,23,5,0.03565544604646175,"[427, 727, 602, 936]",0.0038426071405410767
49.911842822852215,0.20152167384122535,25,3595.png,23,0,0.019984139571768436,"[244, 597, 384, 723]",0.006711676716804504
49.911842822852215,0.20152167384122535,23,3595.png,25,1,0.019984139571768436,"[244, 597, 384, 723]",0.006711646914482117
64.16742132501767,0.15507418397626113,21,3602.png,22,0,0.04853057848449553,"[317, 742, 567, 926]",-0.0006535947322845459
64.16742132501767,0.15507418397626113,22,3602.png,21,1,0.04853057848449553,"[317, 742, 567, 926]",-0.0006535947322845459
69.99105556345884,0.29198813056379824,23,3602.png,25,2,0.0477794095305616,"[166, 769, 370, 991]",0.005170285701751709
69.99105556345884,0.29198813056379824,25,3602.png,23,3,0.0477794095305616,"[166, 769, 370, 991]",0.005170270800590515
84.00643450899666,0.2553709198813056,26,3602.png,25,4,0.058768420519572595,"[116, 827, 380, 1038]",0.015950262546539307
52.066668502169975,0.24244008063913985,24,3678.png,22,0,0.010440446748047429,"[589, 975, 750, 1127]",0.0017402172088623047
52.066668502169975,0.24244008063913985,22,3678.png,24,1,0.010440446748047429,"[589, 975, 750, 1127]",0.0017402023077011108
65.71084550949747,0.30306876726648246,23,3678.png,24,2,0.01296779255286244,"[619, 988, 823, 1137]",0.006988465785980225
69.65597555923515,0.2277309042036885,27,3678.png,24,3,0.01430569877229186,"[558, 1009, 760, 1175]",0.010245874524116516
94.79865322582347,0.3156337819849135,26,3725.png,28,0,0.06848802725856469,"[233, 754, 556, 970]",0.00928930938243866
94.79865322582347,0.3156337819849135,28,3725.png,26,1,0.06848802725856469,"[233, 754, 556, 970]",0.00928930938243866
80.97864687310884,0.2506875687568757,21,3732.png,22,0,0.04272112382934443,"[321, 614, 525, 775]",0.019321918487548828
80.97864687310884,0.2506875687568757,22,3732.png,21,1,0.04272112382934443,"[321, 614, 525, 775]",0.019321918487548828
87.00375750318908,0.20580559254327563,24,4193.png,22,0,0.010732168162494095,"[969, 1915, 1225, 2199]",0.06506931781768799
87.00375750318908,0.20580559254327563,22,4193.png,24,1,0.010732168162494095,"[969, 1915, 1225, 2199]",0.06506925821304321
176.04352891940334,0.39105193075898803,23,4193.png,22,2,0.022148086915446386,"[774, 1875, 1214, 2216]",0.002688169479370117
56.55118589224183,0.1664626682986536,22,5825.png,23,0,0.016661267416809965,"[411, 784, 558, 918]",0.06334280967712402
56.55118589224183,0.1664626682986536,23,5825.png,22,1,0.016661267416809965,"[411, 784, 558, 918]",0.06334275007247925
57.51675890707957,0.19521077024939307,21,6503.png,22,0,0.021994368745668545,"[593, 814, 757, 999]",0.03995406627655029
57.51675890707957,0.19521077024939307,22,6503.png,21,1,0.021994368745668545,"[593, 814, 757, 999]",0.03995400667190552
63.10450398136516,0.2560141249172368,20,6503.png,21,2,0.02883480590730758,"[605, 799, 831, 975]",0.024673044681549072
106.82046795848,0.3031339660119179,23,6503.png,20,3,0.049689585079205824,"[655, 782, 893, 1070]",0.052757322788238525
122.05153736591602,0.27278746413595234,19,6503.png,20,4,0.04865945989833585,"[651, 773, 952, 996]",0.01779058575630188
74.51786018239113,0.16894172904740937,22,6605.png,20,0,0.031595735951752524,"[600, 1132, 903, 1376]",0.04017782211303711
74.51786018239113,0.16894172904740937,20,6605.png,22,1,0.031595735951752524,"[600, 1132, 903, 1376]",0.040177762508392334
306.2450446576967,0.42771172757962717,25,6605.png,22,2,0.17359791037019817,"[264, 1049, 968, 1626]",-0.04250448942184448
108.09821765482707,0.21968793024323083,23,6606.png,22,0,0.04144508335906144,"[537, 1044, 795, 1377]",0.054146528244018555
108.09821765482707,0.21968793024323083,22,6606.png,23,1,0.04144508335906144,"[537, 1044, 795, 1377]",0.05414649844169617
70.54202098933521,0.18689764548005366,24,6918.png,27,0,0.016230240193138658,"[514, 1065, 707, 1240]",0.04752570390701294
70.54202098933521,0.18689764548005366,27,6918.png,24,1,0.016230240193138658,"[514, 1065, 707, 1240]",0.04752570390701294
90.38527065925655,0.16585336098572648,29,6918.png,27,2,0.017343170949239595,"[516, 1107, 709, 1294]",0.033297061920166016
93.10611110818003,0.32896181529827984,25,6918.png,27,3,0.02232204640863588,"[558, 1055, 795, 1251]",0.08823531866073608
96.23320519345744,0.443065560869302,26,6947.png,25,0,0.0919555146567251,"[328, 821, 730, 1170]",0.005974829196929932
96.23320519345744,0.443065560869302,25,6947.png,26,1,0.0919555146567251,"[328, 821, 730, 1170]",0.005974769592285156
101.77734512677024,0.443065560869302,28,6947.png,25,2,0.08160103190895292,"[393, 826, 725, 1201]",0.02432173490524292
116.30587976907447,0.443065560869302,27,6947.png,25,3,0.09277807927556636,"[386, 819, 787, 1172]",-0.016692399978637695
120.6312272652178,0.3275016647496822,29,6947.png,28,4,0.06783044813058263,"[335, 961, 730, 1223]",0.004575133323669434
87.74305584107873,0.11640362779404413,24,7253.png,28,0,0.01943777244017436,"[422, 901, 583, 1110]",0.008017361164093018
87.74305584107873,0.11640362779404413,28,7253.png,24,1,0.01943777244017436,"[422, 901, 583, 1110]",0.00801733136177063
80.47848870025767,0.27826288093448215,23,7259.png,25,0,0.02195069667738478,"[658, 1103, 914, 1329]",0.05093955993652344
80.47848870025767,0.27826288093448215,25,7259.png,23,1,0.02195069667738478,"[658, 1103, 914, 1329]",0.05093955993652344
111.14731736625578,0.39345399872780895,24,7259.png,25,2,0.030645078678541958,"[709, 1090, 1027, 1344]",0.09429588913917542
73.79881566813556,0.18138474295190712,29,7269.png,30,0,0.02350332422920763,"[447, 956, 663, 1125]",0.08367574214935303
73.79881566813556,0.18138474295190712,30,7269.png,29,1,0.02350332422920763,"[447, 956, 663, 1125]",0.08367568254470825
105.36741174292,0.23521282476506358,27,7269.png,30,2,0.032675698680481244,"[502, 932, 752, 1135]",0.06168687343597412
54.44002424823507,0.1828068358363542,24,7312.png,25,0,0.019213877909530084,"[522, 789, 697, 933]",0.014521420001983643
54.44002424823507,0.1828068358363542,25,7312.png,24,1,0.019213877909530084,"[522, 789, 697, 933]",0.014521300792694092
78.84179754980086,0.17083419439278089,27,7654.png,29,0,0.022021070408487102,"[330, 846, 528, 1003]",0.048823535442352295
78.84179754980086,0.17083419439278089,29,7654.png,27,1,0.022021070408487102,"[330, 846, 528, 1003]",0.048823535442352295
92.44343180717897,0.31287456085968174,26,7654.png,27,2,0.03034325837602575,"[385, 807, 627, 984]",0.06666672229766846
74.95962846606173,0.2661425828132501,28,8253.png,30,0,0.02529021764463773,"[484, 919, 709, 1123]",0.03523319959640503
74.95962846606173,0.2661425828132501,30,8253.png,28,1,0.02529021764463773,"[484, 919, 709, 1123]",0.035233139991760254
83.29582348628551,0.21381421027364378,32,8253.png,30,2,0.024463739943832576,"[487, 973, 709, 1173]",0.07248413562774658
109.39368409335036,0.3919827172347576,29,8253.png,30,3,0.03694520618139202,"[520, 926, 829, 1143]",0.0699235200881958
