split,stem,positive,a,b,gap,relative_gap,pa,pb,psa,psb,rank_a,rank_b,fold_a,fold_b
train,10003,False,27,20,92.77632963600144,1.8656283344709668,"[818.8904494382023, 1372.71875]","[886.0814606741573, 1246.78125]",71.99231998092543,50.732811636042086,23,25,1,1
train,10003,False,18,14,68.31810730249349,1.7241934854913576,"[793.693820224719, 957.125]","[911.2780898876405, 906.75]",59.67441752719282,50.55877060291594,0,5,1,1
train,10004,True,22,24,0.0,0.0,"[662.5, 1198.0208333333333]","[585.5645161290322, 1176.6276041666667]",81.36442263565405,86.6964216750034,19,25,0,0
train,10004,True,20,15,0.0,0.0,"[773.6290322580645, 1185.1848958333333]","[842.016129032258, 1180.90625]",71.81328872499853,48.945853905957485,24,26,0,0
train,10004,True,21,22,0.0,0.0,"[726.6129032258065, 1257.921875]","[662.5, 1198.0208333333333]",74.06975175468054,81.36442263565405,10,19,0,0
train,10004,True,25,23,0.0,0.0,"[538.5483870967741, 1236.5286458333333]","[615.483870967742, 1287.8723958333333]",69.74628499664576,73.94619912195172,14,20,0,0
train,10004,True,22,23,0.0,0.0,"[662.5, 1198.0208333333333]","[615.483870967742, 1287.8723958333333]",81.36442263565405,73.94619912195172,19,20,0,0
train,10004,True,23,26,0.0,0.0,"[615.483870967742, 1287.8723958333333]","[705.241935483871, 1334.9375]",73.94619912195172,69.74628499664576,20,21,0,0
train,10004,True,23,24,0.0,0.0,"[615.483870967742, 1287.8723958333333]","[585.5645161290322, 1176.6276041666667]",73.94619912195172,86.6964216750034,20,25,0,0
train,10004,True,21,26,6.0,0.07455285885407983,"[726.6129032258065, 1257.921875]","[705.241935483871, 1334.9375]",74.06975175468054,69.74628499664576,10,21,0,0
train,10004,True,25,24,6.0710678118654755,0.07518386263600334,"[538.5483870967741, 1236.5286458333333]","[585.5645161290322, 1176.6276041666667]",69.74628499664576,86.6964216750034,14,25,0,0
train,10004,True,22,20,8.0,0.08678749992022584,"[662.5, 1198.0208333333333]","[773.6290322580645, 1185.1848958333333]",81.36442263565405,71.81328872499853,19,24,0,0
train,10004,True,21,20,8.219544457292887,0.10774230351429293,"[726.6129032258065, 1257.921875]","[773.6290322580645, 1185.1848958333333]",74.06975175468054,71.81328872499853,10,24,0,0
train,10004,True,13,18,7.944271909999159,0.15429407051521143,"[683.8709677419355, 714.5338541666666]","[675.3225806451612, 770.15625]",41.240292418337674,49.31807108369778,0,7,0,0
train,10004,True,14,19,8.899494936611665,0.16229257322452129,"[833.4677419354839, 718.8125]","[816.3709677419355, 770.15625]",41.01797116305648,48.75867978285165,5,9,0,0
train,10004,True,21,23,14.652475842498529,0.1989624828212311,"[726.6129032258065, 1257.921875]","[615.483870967742, 1287.8723958333333]",74.06975175468054,73.94619912195172,10,20,0,0
train,10004,True,11,16,10.180339887498949,0.23672008606879907,"[431.69354838709677, 812.9427083333334]","[457.33870967741933, 855.7291666666666]",36.03374792584493,45.458958710944245,17,18,0,0
train,10004,True,12,17,12.0,0.24764650302389882,"[555.6451612903226, 748.7630208333334]","[559.9193548387096, 800.1067708333334]",36.78714817478155,44.441851052808325,2,4,0,0
train,10004,True,26,27,23.0,0.314302690314802,"[705.241935483871, 1334.9375]","[530.0, 1352.0520833333333]",69.74628499664576,55.75768351387398,21,22,0,0
train,10004,True,22,26,35.013886210738214,0.36596104746964253,"[662.5, 1198.0208333333333]","[705.241935483871, 1334.9375]",81.36442263565405,69.74628499664576,19,21,0,0
train,10004,True,23,27,35.24913792078372,0.5374505806309839,"[615.483870967742, 1287.8723958333333]","[530.0, 1352.0520833333333]",73.94619912195172,55.75768351387398,20,22,0,0
train,10004,True,25,22,48.47726750741192,0.5543427722255331,"[538.5483870967741, 1236.5286458333333]","[662.5, 1198.0208333333333]",69.74628499664576,81.36442263565405,14,19,0,0
train,10004,True,25,27,49.11985634456667,0.7917924249459969,"[538.5483870967741, 1236.5286458333333]","[530.0, 1352.0520833333333]",69.74628499664576,55.75768351387398,14,22,0,0
train,10004,False,24,0,-1.0,-1.0,"[585.5645161290322, 1176.6276041666667]","[508.6290322580645, 1103.890625]",86.6964216750034,52.89638308759872,25,28,0,0
train,10004,False,22,0,-1.0,-1.0,"[662.5, 1198.0208333333333]","[671.0483870967741, 1095.3333333333333]",81.36442263565405,51.84882622827637,19,27,0,0
train,10004,False,24,0,-1.0,-1.0,"[585.5645161290322, 1176.6276041666667]","[671.0483870967741, 1095.3333333333333]",86.6964216750034,51.84882622827637,25,27,0,0
train,10004,False,21,24,77.23042886243178,0.937107918975874,"[726.6129032258065, 1257.921875]","[585.5645161290322, 1176.6276041666667]",74.06975175468054,86.6964216750034,10,25,0,0
train,10004,False,20,0,-1.0,-1.0,"[773.6290322580645, 1185.1848958333333]","[671.0483870967741, 1095.3333333333333]",71.81328872499853,51.84882622827637,24,27,0,0
train,10004,False,25,0,-1.0,-1.0,"[538.5483870967741, 1236.5286458333333]","[508.6290322580645, 1103.890625]",69.74628499664576,52.89638308759872,14,28,0,0
train,10004,False,21,15,79.60397012554654,1.3012292692509464,"[726.6129032258065, 1257.921875]","[842.016129032258, 1180.90625]",74.06975175468054,48.945853905957485,10,26,0,0
train,10004,False,26,20,69.51950084905593,0.8276717576336603,"[705.241935483871, 1334.9375]","[773.6290322580645, 1185.1848958333333]",69.74628499664576,71.81328872499853,21,24,0,0
train,10004,False,20,24,94.1892851112981,1.0971544191719174,"[773.6290322580645, 1185.1848958333333]","[585.5645161290322, 1176.6276041666667]",71.81328872499853,86.6964216750034,24,25,0,0
train,10004,False,26,24,82.6301381082203,0.9222779958369537,"[705.241935483871, 1334.9375]","[585.5645161290322, 1176.6276041666667]",69.74628499664576,86.6964216750034,21,25,0,0
train,10004,False,17,18,53.74486277268398,0.90464953692532,"[559.9193548387096, 800.1067708333334]","[675.3225806451612, 770.15625]",44.441851052808325,49.31807108369778,4,7,0,0
train,10004,False,27,24,108.41663493271945,1.4398073755483212,"[530.0, 1352.0520833333333]","[585.5645161290322, 1176.6276041666667]",55.75768351387398,86.6964216750034,22,25,0,0
train,10004,False,23,20,116.00427342623003,1.4974215642305502,"[615.483870967742, 1287.8723958333333]","[773.6290322580645, 1185.1848958333333]",73.94619912195172,71.81328872499853,20,24,0,0
train,10004,False,17,16,46.70744176750625,0.8571255007775553,"[559.9193548387096, 800.1067708333334]","[457.33870967741933, 855.7291666666666]",44.441851052808325,45.458958710944245,4,18,0,0
train,10004,False,21,25,105.0,1.4893242466294674,"[726.6129032258065, 1257.921875]","[538.5483870967741, 1236.5286458333333]",74.06975175468054,69.74628499664576,10,14,0,0
train,10004,False,22,0,-1.0,-1.0,"[662.5, 1198.0208333333333]","[508.6290322580645, 1103.890625]",81.36442263565405,52.89638308759872,19,28,0,0
train,10004,False,12,18,48.040799340956916,0.9481018604593392,"[555.6451612903226, 748.7630208333334]","[675.3225806451612, 770.15625]",36.78714817478155,49.31807108369778,2,7,0,0
train,10004,False,21,0,-1.0,-1.0,"[726.6129032258065, 1257.921875]","[671.0483870967741, 1095.3333333333333]",74.06975175468054,51.84882622827637,10,27,0,0
train,10004,False,22,15,97.6154146165801,1.2183380325082227,"[662.5, 1198.0208333333333]","[842.016129032258, 1180.90625]",81.36442263565405,48.945853905957485,19,26,0,0
train,10004,False,25,26,71.94518489934754,0.9132997590911184,"[538.5483870967741, 1236.5286458333333]","[705.241935483871, 1334.9375]",69.74628499664576,69.74628499664576,14,21,0,0
train,10004,False,18,19,60.032778078668514,0.9470730425342797,"[675.3225806451612, 770.15625]","[816.3709677419355, 770.15625]",49.31807108369778,48.75867978285165,7,9,0,0
train,10015,True,20,22,6.280109889280518,0.08445861359435254,"[528.9513108614233, 929.0234375000001]","[455.9925093632959, 925.3802083333334]",82.57066368513998,73.907413499128,7,23,1,1
train,10015,True,20,21,8.848857801796104,0.14174056325897624,"[528.9513108614233, 929.0234375000001]","[503.4157303370787, 1009.1744791666667]",82.57066368513998,67.51715793743702,7,22,1,1
train,10015,True,24,21,9.198039027185569,0.16904904249655325,"[558.1348314606741, 1045.6067708333335]","[503.4157303370787, 1009.1744791666667]",78.95025083887857,67.51715793743702,19,22,1,1
train,10015,True,23,22,10.180339887498949,0.1852502515616189,"[441.40074906367045, 990.9583333333334]","[455.9925093632959, 925.3802083333334]",56.12305014839091,73.907413499128,18,23,1,1
train,10015,True,19,14,16.0,0.42105263157894735,"[561.7827715355805, 593.8463541666667]","[561.7827715355805, 542.8411458333334]",56.24132857283825,47.811384092222035,3,13,1,1
train,10015,True,12,17,16.08800749063506,0.45760738480007923,"[357.498127340824, 626.6354166666667]","[375.7378277153558, 673.9973958333334]",44.04975737908275,48.774587856465175,10,11,1,1
train,10015,True,11,16,14.811388300841896,0.46490342595674794,"[259.00374531835206, 692.2135416666667]","[291.8352059925094, 725.0026041666667]",41.2450730988725,43.135129941628186,14,21,1,1
train,10015,True,20,24,40.48493702538308,0.5336212003539639,"[528.9513108614233, 929.0234375000001]","[558.1348314606741, 1045.6067708333335]",82.57066368513998,78.95025083887857,7,19,1,1
train,10015,True,18,13,21.360679774997898,0.5357779093967472,"[455.9925093632959, 612.0625]","[448.69662921348316, 561.0572916666667]",56.711975510949685,45.82427855739649,2,4,1,1
train,10015,True,23,21,21.80350850198276,0.5851314500392333,"[441.40074906367045, 990.9583333333334]","[503.4157303370787, 1009.1744791666667]",56.12305014839091,67.51715793743702,18,22,1,1
train,10015,True,21,22,31.802438933713454,0.6082762897564925,"[503.4157303370787, 1009.1744791666667]","[455.9925093632959, 925.3802083333334]",67.51715793743702,73.907413499128,22,23,1,1
train,10015,True,20,23,45.486557196677836,0.7032135478523158,"[528.9513108614233, 929.0234375000001]","[441.40074906367045, 990.9583333333334]",82.57066368513998,56.12305014839091,7,18,1,1
train,10015,True,23,24,41.720018726587654,0.7321555357525158,"[441.40074906367045, 990.9583333333334]","[558.1348314606741, 1045.6067708333335]",56.12305014839091,78.95025083887857,18,19,1,1
train,10015,False,18,19,56.77542730261716,1.2439868127516207,"[455.9925093632959, 612.0625]","[561.7827715355805, 593.8463541666667]",56.711975510949685,56.24132857283825,2,3,1,1
train,10015,False,18,17,44.221676218380054,0.9552655477466626,"[455.9925093632959, 612.0625]","[375.7378277153558, 673.9973958333334]",56.711975510949685,48.774587856465175,2,11,1,1
train,10015,False,18,12,40.23105625617661,1.084556591251766,"[455.9925093632959, 612.0625]","[357.498127340824, 626.6354166666667]",56.711975510949685,44.04975737908275,2,10,1,1
train,10015,False,24,22,70.47027354082255,1.0399321805269133,"[558.1348314606741, 1045.6067708333335]","[455.9925093632959, 925.3802083333334]",78.95025083887857,73.907413499128,19,23,1,1
train,10015,False,17,16,56.30619512757761,1.384904269798551,"[375.7378277153558, 673.9973958333334]","[291.8352059925094, 725.0026041666667]",48.774587856465175,43.135129941628186,11,21,1,1
train,10015,False,21,0,-1.0,-1.0,"[503.4157303370787, 1009.1744791666667]","[423.1610486891386, 1096.6119791666667]",67.51715793743702,41.2450730988725,22,24,1,1
train,10015,False,23,0,-1.0,-1.0,"[441.40074906367045, 990.9583333333334]","[423.1610486891386, 1096.6119791666667]",56.12305014839091,41.2450730988725,18,24,1,1
train,10015,False,19,13,57.69412236331676,1.5477552853634648,"[561.7827715355805, 593.8463541666667]","[448.69662921348316, 561.0572916666667]",56.24132857283825,45.82427855739649,3,4,1,1
train,10015,False,20,15,78.20227269466452,1.2406028254369372,"[528.9513108614233, 929.0234375000001]","[652.9812734082398, 856.1588541666667]",82.57066368513998,45.24050594974888,7,20,1,1
train,10015,False,24,0,-1.0,-1.0,"[558.1348314606741, 1045.6067708333335]","[423.1610486891386, 1096.6119791666667]",78.95025083887857,41.2450730988725,19,24,1,1
train,10015,False,18,14,68.20260110718382,1.6820931082821882,"[455.9925093632959, 612.0625]","[561.7827715355805, 542.8411458333334]",56.711975510949685,47.811384092222035,2,13,1,1
train,10015,False,13,14,43.04543109109048,1.3962108253877157,"[448.69662921348316, 561.0572916666667]","[561.7827715355805, 542.8411458333334]",45.82427855739649,47.811384092222035,4,13,1,1
train,10015,False,13,12,53.405882034941776,2.044267688517135,"[448.69662921348316, 561.0572916666667]","[357.498127340824, 626.6354166666667]",45.82427855739649,44.04975737908275,4,10,1,1
train,10043,True,26,24,10.0,0.15655607277128739,"[412.0362903225806, 858.3177083333334]","[477.5, 869.8645833333334]",69.61796536319116,75.54014514856229,2,7,2,2
train,10043,True,27,23,9.770329614269007,0.2169310455349018,"[516.008064516129, 973.7864583333334]","[450.54435483870964, 942.9947916666667]",72.23019410786749,58.38635563089657,14,17,2,2
train,10043,True,24,23,14.524174696260024,0.2551243718499705,"[477.5, 869.8645833333334]","[450.54435483870964, 942.9947916666667]",75.54014514856229,58.38635563089657,7,17,2,2
train,10043,True,14,19,10.180339887498949,0.28898572277078366,"[585.3225806451612, 508.0625]","[569.9193548387096, 546.5520833333334]",46.35872161080848,51.79486884180762,8,13,2,2
train,10043,True,23,25,11.083045973594572,0.29196254745031697,"[450.54435483870964, 942.9947916666667]","[396.633064516129, 916.0520833333334]",58.38635563089657,59.76624509921473,17,19,2,2
train,10043,True,12,17,9.770329614269007,0.3016626010191418,"[354.2741935483871, 561.9479166666666]","[373.5282258064516, 608.1354166666667]",29.065973821177696,46.835839376853365,6,11,2,2
train,10043,True,26,25,14.556349186104045,0.304849187352916,"[412.0362903225806, 858.3177083333334]","[396.633064516129, 916.0520833333334]",69.61796536319116,59.76624509921473,2,19,2,2
train,10043,True,24,20,24.0,0.4204384042182623,"[477.5, 869.8645833333334]","[542.9637096774194, 842.921875]",75.54014514856229,58.63965988152989,7,24,2,2
train,10043,True,13,18,16.0,0.47201953021210213,"[462.09677419354836, 504.2135416666667]","[458.2459677419355, 550.4010416666666]",35.07409681381842,39.449554194044715,10,12,2,2
train,10043,True,11,16,13.866068747318506,0.5023146718289215,"[269.55645161290323, 635.078125]","[296.51209677419354, 662.0208333333334]",30.55749328176843,30.55749328176843,4,20,2,2
train,10043,True,24,25,30.78049716414141,0.5203597052299618,"[477.5, 869.8645833333334]","[396.633064516129, 916.0520833333334]",75.54014514856229,59.76624509921473,7,19,2,2
train,10043,True,15,20,20.540659228538015,0.6667780144004464,"[600.7258064516129, 827.5260416666667]","[542.9637096774194, 842.921875]",41.28538799537632,58.63965988152989,21,24,2,2
train,10043,True,24,27,44.27692569068709,0.6926306517740746,"[477.5, 869.8645833333334]","[516.008064516129, 973.7864583333334]",75.54014514856229,72.23019410786749,7,14,2,2
train,10043,False,26,23,37.01315561749642,0.8231245171325849,"[412.0362903225806, 858.3177083333334]","[450.54435483870964, 942.9947916666667]",69.61796536319116,58.38635563089657,2,17,2,2
train,10043,False,27,25,57.309518948453004,1.1985086151330078,"[516.008064516129, 973.7864583333334]","[396.633064516129, 916.0520833333334]",72.23019410786749,59.76624509921473,14,19,2,2
train,10043,False,27,20,82.0,1.8128465219700658,"[516.008064516129, 973.7864583333334]","[542.9637096774194, 842.921875]",72.23019410786749,58.63965988152989,14,24,2,2
train,10043,False,26,20,95.0260381354974,2.1041697269069757,"[412.0362903225806, 858.3177083333334]","[542.9637096774194, 842.921875]",69.61796536319116,58.63965988152989,2,24,2,2
train,10043,False,26,27,84.492689745966,1.5778562062732466,"[412.0362903225806, 858.3177083333334]","[516.008064516129, 973.7864583333334]",69.61796536319116,72.23019410786749,2,14,2,2
train,10043,False,24,15,84.70297544426332,1.5491711037144567,"[477.5, 869.8645833333334]","[600.7258064516129, 827.5260416666667]",75.54014514856229,41.28538799537632,7,21,2,2
train,10043,False,23,20,101.06860437960343,2.916991653954203,"[450.54435483870964, 942.9947916666667]","[542.9637096774194, 842.921875]",58.38635563089657,58.63965988152989,17,24,2,2
train,10043,False,17,18,52.009433122794285,1.2870310598516688,"[373.5282258064516, 608.1354166666667]","[458.2459677419355, 550.4010416666666]",46.835839376853365,39.449554194044715,11,12,2,2
train,10043,False,17,16,48.57822102496216,1.328792367796925,"[373.5282258064516, 608.1354166666667]","[296.51209677419354, 662.0208333333334]",46.835839376853365,30.55749328176843,11,20,2,2
train,10043,False,18,19,65.09841147864296,1.566704532210768,"[458.2459677419355, 550.4010416666666]","[569.9193548387096, 546.5520833333334]",39.449554194044715,51.79486884180762,12,13,2,2
train,10043,False,13,19,66.06713054842886,1.889561410013223,"[462.09677419354836, 504.2135416666667]","[569.9193548387096, 546.5520833333334]",35.07409681381842,51.79486884180762,10,13,2,2
train,10043,False,11,17,63.32728814430156,1.9651135048304507,"[269.55645161290323, 635.078125]","[373.5282258064516, 608.1354166666667]",30.55749328176843,46.835839376853365,4,11,2,2
train,10043,False,25,20,124.19584657647394,3.2520248492366766,"[396.633064516129, 916.0520833333334]","[542.9637096774194, 842.921875]",59.76624509921473,58.63965988152989,19,24,2,2
train,10055,True,20,15,0.0,0.0,"[923.1780821917808, 1170.2083333333333]","[995.8356164383562, 1153.125]",91.13346377252476,67.82228994732212,25,26,0,0
train,10055,True,25,24,4.0,0.04901798830688895,"[683.8356164383562, 1234.2708333333333]","[722.3013698630137, 1174.4791666666665]",83.2844605545537,92.72196618762261,11,20,0,0
train,10055,True,22,24,7.0,0.0704220362896617,"[807.7808219178082, 1200.1041666666665]","[722.3013698630137, 1174.4791666666665]",87.66237380325677,92.72196618762261,14,20,0,0
train,10055,True,21,20,7.062257748298549,0.08757295238076344,"[880.4383561643835, 1272.7083333333333]","[923.1780821917808, 1170.2083333333333]",77.96403280333121,91.13346377252476,2,25,0,0
train,10055,True,21,26,8.486832980505138,0.08776639056169619,"[880.4383561643835, 1272.7083333333333]","[859.068493150685, 1358.125]",77.96403280333121,82.8449616526731,2,15,0,0
train,10055,True,26,23,8.0,0.08832637273037426,"[859.068493150685, 1358.125]","[765.0410958904109, 1298.3333333333333]",82.8449616526731,87.66237380325677,15,18,0,0
train,10055,True,22,23,8.848857801796104,0.09712590740173321,"[807.7808219178082, 1200.1041666666665]","[765.0410958904109, 1298.3333333333333]",87.66237380325677,87.66237380325677,14,18,0,0
train,10055,True,21,22,10.180339887498949,0.10473789169446987,"[880.4383561643835, 1272.7083333333333]","[807.7808219178082, 1200.1041666666665]",77.96403280333121,87.66237380325677,2,14,0,0
train,10055,True,26,27,9.770329614269007,0.10778029279338955,"[859.068493150685, 1358.125]","[653.917808219178, 1353.8541666666665]",82.8449616526731,73.00684899377592,15,23,0,0
train,10055,True,11,16,7.4852813742385695,0.13671889334325787,"[517.1506849315068, 875.5208333333333]","[547.068493150685, 922.5]",40.30576626886713,46.21310079329786,17,19,0,0
train,10055,True,18,13,9.198039027185569,0.14125776147120506,"[786.4109589041096, 794.375]","[786.4109589041096, 726.0416666666666]",51.976021868887464,47.76691409534199,7,8,0,0
train,10055,True,25,23,14.620499351813308,0.2051507454800315,"[683.8356164383562, 1234.2708333333333]","[765.0410958904109, 1298.3333333333333]",83.2844605545537,87.66237380325677,11,18,0,0
train,10055,True,21,23,17.027756377319946,0.22833946564452107,"[880.4383561643835, 1272.7083333333333]","[765.0410958904109, 1298.3333333333333]",77.96403280333121,87.66237380325677,2,18,0,0
train,10055,True,14,19,13.866068747318506,0.22902702785008694,"[961.6438356164383, 730.3125]","[940.2739726027397, 794.375]",46.410172479630376,42.72402679703102,10,22,0,0
train,10055,True,22,20,34.0,0.3536490050014347,"[807.7808219178082, 1200.1041666666665]","[923.1780821917808, 1170.2083333333333]",87.66237380325677,91.13346377252476,14,25,0,0
train,10055,True,12,17,19.808652046684813,0.3684732814428237,"[641.0958904109589, 781.5625]","[653.917808219178, 837.0833333333333]",43.14915196233285,42.72402679703102,3,5,0,0
train,10055,True,23,24,29.066592756745816,0.37543586381110017,"[765.0410958904109, 1298.3333333333333]","[722.3013698630137, 1174.4791666666665]",87.66237380325677,92.72196618762261,18,20,0,0
train,10055,True,25,22,44.0,0.4646922388049238,"[683.8356164383562, 1234.2708333333333]","[807.7808219178082, 1200.1041666666665]",83.2844605545537,87.66237380325677,11,14,0,0
train,10055,True,23,27,35.40054944640259,0.5319933414394034,"[765.0410958904109, 1298.3333333333333]","[653.917808219178, 1353.8541666666665]",87.66237380325677,73.00684899377592,18,23,0,0
