accepted,action_frac,bg_a_area,bg_b_area,bg_channel_proxy,bg_component_count_delta,bg_components_after,bg_components_before,bg_pair_distance,bridge_score_mean,bridge_score_p90,candidate_boundary_f1,candidate_boundary_iou,candidate_component_count_mae,candidate_component_delta_mean,candidate_dice,candidate_family,candidate_gap_region_fp_rate,candidate_iou,candidate_precision,candidate_recall,component_area,corridor_radius,cut_adjacent_bg_components_before,cut_anchor_area_frac,cut_area,cut_bbox_h,cut_bbox_w,cut_component_bg_frac_after,cut_component_border_contacts_after,cut_fill,cut_gt_fg_frac,cut_gt_gap_frac,cut_max_dist_in,cut_mean_dist_in,cut_mean_grad,cut_mean_image,cut_p90_grad,cut_slenderness,cut_std_image,delta_boundary_f1,delta_boundary_iou,delta_component_count_mae,delta_component_delta_mean,delta_dice,delta_gap_region_fp_rate,delta_iou,delta_precision,delta_recall,image,overerosion_proxy,pred_component_id,r241_label_risk,r241_label_safe,r241_safe_prob,reject_reason,ring_bg_frac,ring_fg_frac,run_id,seam_prob_mean,seam_prob_p90,split
0.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,63.0317380372777,0.9004533688227335,0.9258275270462036,0.3218654084016675,0.19179951954575233,1.0,1.0,0.8874891806492653,bg_seed,0.1942885855455992,0.7977353255469526,0.8967755532139093,0.8783931630988997,6579.0,2.0,1.0,6.322044970813226e-05,3.0,3.0,1.0,0.386001386001386,3.0,1.0,1.0,0.0,1.0,1.0,0.08160675317049026,0.7620915770530701,0.08376664817333221,3.0,0.012940514832735062,-0.00027486371340879057,-0.0001952382765596783,0.0,0.0,-3.4803667077421e-05,0.0,-5.6241915224686245e-05,-6.52589594674069e-06,-6.19284519951524e-05,10618.png,1.0,19.0,1,0,0.9059059787853458,low_mean_prob,0.5,0.5,R239-gtfree-bg-channel-seam-prob-editor,0.0007964333167224466,0.0007964333167224466,val
0.0,0.25,1.0,1.0,1.0,1.0,3.0,2.0,116.9700816448377,1.016579126457838,1.3977277519470153,0.2546838696920263,0.14592420551747579,3.0,-3.0,0.854448410991081,bg_seed,0.3633841886269071,0.7458838337698195,0.8010465496566009,0.915478919565434,7709.0,1.0,1.0,0.00017439452401194603,8.0,36.0,22.0,0.358955938697318,3.0,0.010101010101010102,0.0,1.0,3.0,2.339347080264858,0.0724591538310051,0.6416666507720947,0.09473510086536407,1.6363636363636365,0.02779459021985531,0.0004155468336108914,0.000272771114482262,0.0,0.0,7.947895224613699e-05,-0.0003698566805362957,0.00012112190541269108,0.00013969813173886347,0.0,10624.png,0.0,25.0,0,1,0.017165612806489153,low_mean_prob,0.1875,0.8125,R239-gtfree-bg-channel-seam-prob-editor,0.12612780330081422,0.44509019140115624,val
0.0,0.25,1.0,1.0,1.0,0.0,4.0,4.0,116.9700816448377,1.2605401496621782,2.06874445737258,0.25535281610047966,0.1463635848307919,3.0,-3.0,0.8545974738898839,bg_seed,0.36269070735090153,0.7461110434182202,0.801308615049073,0.915478919565434,7709.0,2.0,2.0,0.0005013842565343448,23.0,100.0,62.0,0.48206782713085233,4.0,0.003709677419354839,0.0,1.0,2.8284271247461903,1.548160820396132,0.06846459209918976,0.6201192736625671,0.09205386340618134,1.6129032258064515,0.02675538882613182,0.0010844932420642772,0.0007121504277983748,0.0,0.0,0.00022854185104903557,-0.0010633379565418433,0.00034833155381341907,0.00040176352421095185,0.0,10624.png,0.0,25.0,0,1,0.0013630516614631274,low_mean_prob,0.4166666666666667,0.5833333333333334,R239-gtfree-bg-channel-seam-prob-editor,0.10301214560497184,0.38795996927823273,val
0.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,30.0,0.8383883476483185,1.25,0.25423057892132606,0.14562666515503656,3.0,-3.0,0.8544086696666318,bg_seed,0.3637540453074434,0.7458232678995554,0.8009766944995531,0.915478919565434,7709.0,1.0,1.0,8.719726200597301e-05,4.0,2.0,2.0,0.5650969529085873,4.0,1.0,0.0,0.0,2.0,1.3535533905932737,0.07440230250358582,0.49117645621299744,0.08928199335932732,1.0,0.015532342717051506,-3.774393708932955e-05,-2.4769247956968332e-05,0.0,0.0,3.973762779685419e-05,0.0,6.0556035148651155e-05,6.984297469103673e-05,0.0,10624.png,0.0,25.0,1,0,0.0968769256700533,low_mean_prob,0.46875,0.53125,R239-gtfree-bg-channel-seam-prob-editor,0.0015451392869515815,0.0020087358337141418,val
0.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,30.0,1.4454314973870206,2.25,0.2548457278481013,0.14603048676828922,3.0,-3.0,0.8545477804784444,bg_seed,0.3634304207119741,0.7460352914898369,0.8012212408679533,0.915478919565434,7709.0,2.0,1.0,0.00039238767902687857,18.0,5.0,31.0,0.5773571168547507,4.0,0.11612903225806452,0.0,0.3888888888888889,1.4142135623730951,1.1150593228814154,0.05224181339144707,0.5440086722373962,0.08575779497623444,6.2,0.0634196549654007,0.0005774049896858924,0.0003790523652957012,0.0,0.0,0.00017884843960946917,-0.0003236245954692518,0.00027257962543014713,0.0003143893430912481,0.0,10624.png,0.0,25.0,0,0,0.5969493419513502,low_mean_prob,0.42857142857142855,0.5714285714285714,R239-gtfree-bg-channel-seam-prob-editor,0.0012481672929228762,0.0019877902262787806,val
0.0,0.25,1.0,1.0,1.0,3.0,4.0,1.0,158.0,1.2535138586230237,1.8681422977188267,0.40633245382585753,0.25496688741721857,1.0,1.0,0.8740139102833403,bg_seed,0.19548317046688382,0.7762208772075284,0.856745428921793,0.8919928350928008,17815.0,1.0,1.0,0.0006219019224085895,34.0,3.0,157.0,0.29639962800584563,4.0,0.07218683651804671,0.7058823529411765,0.20588235294117646,4.47213595499958,2.6611142580215064,0.03861529007554054,0.596193790435791,0.06116985492408276,52.333333333333336,0.077494315803051,-0.001301984736416073,-0.001026113457672062,0.0,0.0,-0.00017063646931259058,-0.000304017372421278,-0.0002692164673451236,9.382203697283487e-05,-0.00045733450207707804,11852.png,1.0,19.0,1,0,0.08083241191465014,low_mean_prob,0.17105263157894737,0.8289473684210527,R239-gtfree-bg-channel-seam-prob-editor,0.11301030165069191,0.4306282673080829,val
0.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,158.0,1.7293639641609408,2.7071067811865475,0.40552654683240147,0.25433257984118707,2.0,2.0,0.873806899901003,bg_seed,0.1951357220412595,0.7758943824324549,0.8568576452487362,0.8914402225694577,17815.0,2.0,1.0,0.0013718424759013004,75.0,5.0,158.0,0.3161931103847121,4.0,0.0949367088607595,0.7066666666666667,0.2,5.0,2.917455856643762,0.03580927476286888,0.6215425133705139,0.055568743497133255,31.6,0.07473203539848328,-0.0021078917298721356,-0.001660421033703563,1.0,1.0,-0.000377646851649871,-0.0006514657980455918,-0.0005957112424186395,0.00020603836391608343,-0.0010099470254202325,11852.png,1.0,19.0,1,0,0.0013647976235845187,low_mean_prob,0.20398009950248755,0.7960199004975125,R239-gtfree-bg-channel-seam-prob-editor,0.11494364420778586,0.372195396310224,val
0.0,0.25,1.0,1.0,1.0,1.0,2.0,1.0,167.6007159889241,1.5480744053147943,2.3163136990691133,0.40810660744031096,0.25636553889082664,1.0,1.0,0.8740708923168864,bg_seed,0.19474484256243213,0.7763107697921677,0.8569780642326144,0.8918594458630283,17815.0,2.0,1.0,0.0010426002816849883,57.0,163.0,42.0,0.3275351114547094,4.0,0.008326029798422436,0.543859649122807,0.42105263157894735,4.123105625617661,2.276139169413406,0.06327193975448608,0.5521156191825867,0.1144815817475319,3.880952380952381,0.06450381129980087,0.0004721688780373601,0.0003725380159360081,0.0,0.0,-0.00011365443576649703,-0.001042345276872969,-0.00017932388270580635,0.00032645734779424007,-0.0005907237318495406,11852.png,1.0,19.0,1,0,0.012824262561860488,low_mean_prob,0.2669683257918552,0.7330316742081447,R239-gtfree-bg-channel-seam-prob-editor,0.0190083270798889,0.031879640606618,val
0.0,0.25,1.0,1.0,1.0,1.0,2.0,1.0,167.6007159889241,1.1689517588590728,1.7498825038001011,0.4088781798804504,0.25697478012697306,1.0,1.0,0.874217065407126,bg_seed,0.19522258414766558,0.776541408245166,0.8568370203655926,0.8923167803651054,17815.0,1.0,1.0,0.0003658246602403468,20.0,160.0,40.0,0.31881041890440387,4.0,0.003125,0.35,0.65,5.830951894845301,2.7307060276171153,0.058748502284288406,0.5382353067398071,0.11501861214637757,4.0,0.05912180244922638,0.0012437413181767831,0.0009817792520824264,0.0,0.0,3.251865447306823e-05,-0.0005646036916395203,5.131457029250441e-05,0.00018541348077250053,-0.0001333892297724626,11852.png,1.0,19.0,1,0,0.005439458139652901,low_mean_prob,0.19827586206896552,0.8017241379310345,R239-gtfree-bg-channel-seam-prob-editor,0.010224699574482974,0.016343338510191208,val
0.0,0.25,1.0,1.0,1.0,2.0,3.0,1.0,75.16648189186454,1.4204483687848688,2.280752497160936,0.4726492996943291,0.30945695680745566,1.0,-1.0,0.9383884428939024,bg_seed,0.1479247206763244,0.8839282472130433,0.9331276114539809,0.943708930198298,13046.0,2.0,1.0,0.00045978773133070234,24.0,61.0,39.0,0.43051546391752576,4.0,0.01008827238335435,1.0,0.0,4.47213595499958,2.5775643341127403,0.04056067392230034,0.7348039150238037,0.06787356063723564,1.564102564102564,0.018970439210534096,-0.0013766743316449004,-0.0011813410648847666,0.0,0.0,-0.0002454900649460079,0.0,-0.0004357456697774431,-3.0747103818229427e-05,-0.00046521545290667543,11945.png,1.0,19.0,1,0,0.37961211763788,low_mean_prob,0.21705426356589147,0.7829457364341085,R239-gtfree-bg-channel-seam-prob-editor,0.002016020939020119,0.0034043188695534153,val
0.0,0.25,1.0,1.0,1.0,1.0,3.0,2.0,119.03780911962383,1.3990635744696673,2.0488408470515185,0.47349210694406424,0.31017992707274794,1.0,-1.0,0.9383577486507325,bg_seed,0.1479247206763244,0.8838737790043212,0.9331237660769393,0.9436507782666848,13046.0,2.0,1.0,0.0005172611977470401,27.0,62.0,98.0,0.366356990557417,4.0,0.004443712969058591,1.0,0.0,3.605551275463989,2.1040557853686512,0.04653099551796913,0.7160494327545166,0.06849080473184586,1.5806451612903225,0.01805812679231167,-0.0005338670819097779,-0.00045837079959248905,0.0,0.0,-0.0002761843081159343,0.0,-0.000490213878499568,-3.4592480859907404e-05,-0.0005233673845199682,11945.png,1.0,19.0,1,0,0.26670931980681317,low_mean_prob,0.2631578947368421,0.7368421052631579,R239-gtfree-bg-channel-seam-prob-editor,0.000619632563770915,0.0010189732278247465,val
0.0,0.25,1.0,1.0,1.0,1.0,2.0,1.0,119.03780911962383,0.9851324809715152,1.4618663012981414,0.47359283625730997,0.3102663873091889,1.0,-1.0,0.9385521155532429,bg_seed,0.1479247206763244,0.8842187443262283,0.9331481126652615,0.9440190738335692,13046.0,1.0,1.0,0.0001532625771102341,8.0,22.0,33.0,0.4135432283858071,4.0,0.011019283746556474,1.0,0.0,3.0,2.0,0.049214087426662445,0.7102941274642944,0.07006841748952866,1.5,0.01586145907640457,-0.0004331377686640492,-0.00037191056315155624,0.0,0.0,-8.181740560553319e-05,0.0,-0.00014524855659248104,-1.0245892537619206e-05,-0.00015507181763552147,11945.png,1.0,19.0,1,0,0.9033574518618432,low_mean_prob,0.25,0.75,R239-gtfree-bg-channel-seam-prob-editor,0.0004969644803979532,0.000590095413815494,val
0.0,0.25,1.0,1.0,0.0,1.0,2.0,1.0,75.16648189186454,1.0333405754049338,1.4093606233596803,0.4737876502582385,0.31043363679923336,1.0,-1.0,0.9385930258327472,bg_seed,0.1479247206763244,0.8842913686045245,0.9331532360041384,0.944096609742387,13046.0,1.0,0.0,7.663128855511705e-05,4.0,2.0,2.0,0.002770083102493075,0.0,1.0,1.0,0.0,3.0,2.4571067811865475,0.03458041697740555,0.7284313440322876,0.04423408433794976,1.0,0.008931796997785568,-0.00023832376773552655,-0.00020466107310707082,0.0,0.0,-4.0907126101275004e-05,0.0,-7.262427829624052e-05,-5.122553660807938e-06,-7.753590881776073e-05,11945.png,1.0,19.0,1,0,0.5385700968611904,low_mean_prob,0.21875,0.78125,R239-gtfree-bg-channel-seam-prob-editor,0.00046411654389599295,0.0004873482970288998,val
0.0,0.25,1.0,1.0,1.0,0.0,2.0,2.0,147.763324272297,1.449320078399265,2.200076448962561,0.46209864283349883,0.3004735256134309,0.0,0.0,0.9494682136814117,bg_seed,0.11905181840629299,0.903797701361006,0.9587615025995264,0.9403533551985828,30585.0,2.0,2.0,0.0003172124347274413,26.0,145.0,18.0,0.15837937384898712,4.0,0.00996168582375479,0.8846153846153846,0.11538461538461539,4.0,1.799202759398648,0.04251162335276604,0.5481146574020386,0.0671837329864502,8.055555555555555,0.04045270383358002,-0.0006291318766060705,-0.0005322215130059149,0.0,0.0,-0.00012877978106096144,-0.0001058238385833743,-0.0002334062732491926,2.3520070611238175e-05,-0.0002753106222019852,12498.png,1.0,19.0,1,0,0.2494831842381374,recall_drop,0.35185185185185186,0.6481481481481481,R239-gtfree-bg-channel-seam-prob-editor,0.31032734666475953,0.8504468495400999,val
0.0,0.25,1.0,1.0,1.0,0.0,2.0,2.0,147.763324272297,1.0018641181756633,1.369099322694497,0.4623363248491982,0.30067454432378127,0.0,0.0,0.9495208285496756,bg_seed,0.11915764224487636,0.9038930560029451,0.9587319406481843,0.9404850254961576,30585.0,1.0,2.0,0.00014640573910497292,12.0,141.0,16.0,0.15145588874402433,4.0,0.005319148936170213,1.0,0.0,3.605551275463989,2.017770845381252,0.029579229652881622,0.570588231086731,0.044138052687048915,8.8125,0.042913857847452164,-0.00039144986090672296,-0.00033120280265552804,0.0,0.0,-7.616491279704984e-05,0.0,-0.00013805163131008769,-6.041880730833782e-06,-0.0001436403246271034,12498.png,1.0,19.0,1,0,0.348323172612229,low_p90_prob,0.25,0.75,R239-gtfree-bg-channel-seam-prob-editor,0.2086900657696721,0.5558900420457068,val
0.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,31.0,0.25,0.25,0.4623822143698469,0.3007133623785129,0.0,0.0,0.9494890899092991,bg_seed,0.11915764224487636,0.9038355344898992,0.9587294226756318,0.9404251753608963,30585.0,2.0,1.0,0.00020740813039871162,17.0,1.0,29.0,0.5525987525987526,3.0,0.5862068965517241,1.0,0.0,1.0,1.0,0.04451228678226471,0.5319492816925049,0.0792492926120758,29.0,0.014792359434068203,-0.00034556034025801097,-0.00029238474792386837,0.0,0.0,-0.00010790355317347178,0.0,-0.00019557314435603157,-8.55985328340747e-06,-0.0002034904598884335,12498.png,1.0,19.0,1,0,0.06016797125883733,low_mean_prob,0.49557522123893805,0.504424778761062,R239-gtfree-bg-channel-seam-prob-editor,0.0015456282220926592,0.002676018447521654,val
0.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,31.0,0.25,0.25,0.4624953993375046,0.30080911571791064,0.0,0.0,0.9495462180811852,bg_seed,0.11915764224487636,0.9039390732133818,0.9587339548050173,0.9405329056043666,30585.0,1.0,1.0,9.760382606998194e-05,8.0,1.0,29.0,0.5488565488565489,3.0,0.27586206896551724,1.0,0.0,1.0,1.0,0.06064016744494438,0.5343137979507446,0.08412768319249153,29.0,0.019286582246422768,-0.00023237537260029084,-0.00019663140852616,0.0,0.0,-5.077538128739345e-05,0.0,-9.203442087335478e-05,-4.027723897848112e-06,-9.576021641810595e-05,12498.png,1.0,19.0,1,0,0.1082653429978689,low_mean_prob,0.4878048780487805,0.5121951219512195,R239-gtfree-bg-channel-seam-prob-editor,0.0013699743833078763,0.00176549887933695,val
0.0,0.25,1.0,1.0,1.0,1.0,3.0,2.0,55.44366510251645,1.3828294342175154,2.0374407530734375,0.49811880059286284,0.3316632505883246,1.0,1.0,0.9166966534724721,bg_seed,0.12725114815005933,0.8462049493439628,0.9247103663147705,0.9088206439337634,9928.0,2.0,1.0,0.0004837490551776266,16.0,5.0,9.0,0.5035230352303524,3.0,0.35555555555555557,0.125,0.875,3.605551275463989,2.041296947664034,0.036443572491407394,0.5808823704719543,0.05625857785344124,1.8,0.02327786199748516,0.0016867631435278918,0.0014939135088196664,0.0,0.0,0.00015989846587660672,-0.0007224314980133206,0.0002724645625572508,0.00038685913412050965,-5.9458334572104476e-05,12627.png,1.0,19.0,1,0,0.2149417344417282,low_mean_prob,0.2916666666666667,0.7083333333333334,R239-gtfree-bg-channel-seam-prob-editor,0.003194777867670679,0.0045186277043103695,val
0.0,0.25,1.0,1.0,1.0,2.0,3.0,1.0,127.5617497528158,1.078185746981701,1.5022738329309182,0.49675213675213675,0.33045258130543553,1.0,1.0,0.9165817091454272,bg_seed,0.1275607616492079,0.8460090778257501,0.9245380032060007,0.9087611855991914,9928.0,1.0,1.0,0.00036281179138321996,12.0,39.0,44.0,0.4915,4.0,0.006993006993006993,0.3333333333333333,0.6666666666666666,4.0,2.556709666705135,0.044567834585905075,0.6624183654785156,0.09220180660486223,1.1282051282051282,0.03163526952266693,0.00032009930280180177,0.00028324422593062337,0.0,0.0,4.4954138831765356e-05,-0.0004128179988647507,7.659304434448622e-05,0.00021449602535061896,-0.00011891666914409793,12627.png,1.0,19.0,1,0,0.29716552793396045,low_mean_prob,0.17708333333333334,0.8229166666666666,R239-gtfree-bg-channel-seam-prob-editor,0.0008066713197381684,0.0013085651966285989,val
0.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,55.44366510251645,0.8349159769713879,1.2304616540670397,0.49666191155492156,0.3303727321035451,1.0,1.0,0.9165917131378545,bg_seed,0.1277671706486403,0.8460261235333185,0.9244353058570953,0.9088801022683355,9928.0,1.0,1.0,0.00012093726379440664,4.0,2.0,2.0,0.5221606648199446,3.0,1.0,0.0,1.0,2.0,1.5,0.03633294999599457,0.5696078538894653,0.05418782345950603,1.0,0.008931796997785568,0.0002298741055866138,0.00020339502404020937,0.0,0.0,5.495813125899751e-05,-0.00020640899943236146,9.363875191292781e-05,0.00011179867644528496,0.0,12627.png,0.0,19.0,0,1,0.4270081093780181,low_mean_prob,0.375,0.625,R239-gtfree-bg-channel-seam-prob-editor,0.0006594919834533871,0.0009736271337242651,val
