stem,rank,x_letterbox,y_letterbox,x_original,y_original,score,mask_probability,log_scale_letterbox,basin_scale_letterbox,log_scale_original,basin_scale_original,fold
10004,17,138.0,190.0,431.69354838709677,812.9427083333334,0.7001060843467712,0.9998581409454346,1.0,8.426149773176359,4.276419111437356,36.03374792584493,0
10004,18,144.0,200.0,457.33870967741933,855.7291666666666,0.6867449879646301,0.999811589717865,1.0,10.63014581273465,4.276419111437356,45.458958710944245,0
10004,19,192.0,280.0,662.5,1198.0208333333333,0.6655260324478149,0.9998314380645752,1.0,19.026297590440446,4.276419111437356,81.36442263565405,0
10004,20,181.0,301.0,615.483870967742,1287.8723958333333,0.6217333674430847,0.9997196793556213,1.0,17.291616465790582,4.276419111437356,73.94619912195172,0
10004,21,202.0,312.0,705.241935483871,1334.9375,0.6100773811340332,0.9997397065162659,1.0,16.30950643030009,4.276419111437356,69.74628499664576,0
10004,22,161.0,316.0,530.0,1352.0520833333333,0.6068242192268372,0.9997804760932922,1.0,13.038404810405298,4.276419111437356,55.75768351387398,0
10004,23,270.0,223.0,995.8870967741935,954.1380208333334,0.5971150398254395,0.9995874762535095,1.0,8.48528137423857,4.276419111437356,36.28661943471725,0
10004,24,218.0,277.0,773.6290322580645,1185.1848958333333,0.5057086944580078,0.9992647767066956,1.0,16.792855623746664,4.276419111437356,71.81328872499853,0
10004,25,174.0,275.0,585.5645161290322,1176.6276041666667,0.39118096232414246,0.9979967474937439,1.0,20.273134932713294,4.276419111437356,86.6964216750034,0
10004,26,234.0,276.0,842.016129032258,1180.90625,0.24982517957687378,0.9895235896110535,1.0,11.445523142259598,4.276419111437356,48.945853905957485,0
10004,27,194.0,256.0,671.0483870967741,1095.3333333333333,0.223922997713089,0.9865542650222778,1.0,12.12435565298214,4.276419111437356,51.84882622827637,0
10004,28,156.0,258.0,508.6290322580645,1103.890625,0.19203907251358032,0.9793156385421753,1.0,12.36931687685298,4.276419111437356,52.89638308759872,0
10055,0,241.0,117.0,991.5616438356165,499.68749999999994,0.7963277697563171,0.9999715089797974,1.0,7.937253933193772,4.272402679703102,33.91114497366106,0
10055,1,177.0,71.0,718.0273972602739,303.22916666666663,0.7487252354621887,0.9999334812164307,1.0,7.874007874011811,4.272402679703102,33.640932340931386,0
10055,2,215.0,298.0,880.4383561643835,1272.7083333333333,0.746257483959198,0.9999699592590332,1.0,18.24828759089466,4.272402679703102,77.96403280333121,0
10055,3,159.0,183.0,641.0958904109589,781.5625,0.732768714427948,0.999935507774353,1.0,10.099504938362077,4.272402679703102,43.14915196233285,0
10055,4,184.0,109.0,747.945205479452,465.5208333333333,0.7244202494621277,0.9999258518218994,1.0,9.219544457292887,4.272402679703102,39.38960644498001,0
10055,5,162.0,196.0,653.917808219178,837.0833333333333,0.7108615040779114,0.9999058246612549,1.0,10.0,4.272402679703102,42.72402679703102,0
10055,6,245.0,86.0,1008.6575342465753,367.29166666666663,0.6932291388511658,0.9998602867126465,1.0,7.416198487095663,4.272402679703102,31.6849862894776,0
10055,7,193.0,186.0,786.4109589041096,794.375,0.6913959383964539,0.9999207258224487,1.0,12.165525060596439,4.272402679703102,51.976021868887464,0
10055,8,193.0,170.0,786.4109589041096,726.0416666666666,0.6788066625595093,0.9999061822891235,1.0,11.180339887498949,4.272402679703102,47.76691409534199,0
10055,9,139.0,130.0,555.6164383561644,555.2083333333333,0.676911473274231,0.9998798370361328,1.0,8.306623862918075,4.272402679703102,35.48924205121691,0
10055,10,234.0,171.0,961.6438356164383,730.3125,0.6759163737297058,0.9999045133590698,1.0,10.862780491200215,4.272402679703102,46.410172479630376,0
10055,11,169.0,289.0,683.8356164383562,1234.2708333333333,0.6703780293464661,0.9998533725738525,1.0,19.493588689617926,4.272402679703102,83.2844605545537,0
10055,12,123.0,98.0,487.2328767123288,418.54166666666663,0.6406434178352356,0.9997579455375671,1.0,8.48528137423857,4.272402679703102,36.25253888133168,0
10055,13,83.0,154.0,316.2739726027397,657.7083333333333,0.6325441002845764,0.9996951818466187,1.0,6.244997998398398,4.272402679703102,26.681146183097827,0
10055,14,198.0,281.0,807.7808219178082,1200.1041666666665,0.6252107620239258,0.9998362064361572,1.0,20.518284528683193,4.272402679703102,87.66237380325677,0
10055,15,210.0,318.0,859.068493150685,1358.125,0.6165009140968323,0.9997802376747131,1.0,19.390719429665317,4.272402679703102,82.8449616526731,0
10055,16,99.0,172.0,384.6575342465753,734.5833333333333,0.6022637486457825,0.9996192455291748,1.0,6.6332495807108,4.272402679703102,28.339913283768297,0
10055,17,130.0,205.0,517.1506849315068,875.5208333333333,0.5744708180427551,0.9993677735328674,1.0,9.433981132056603,4.272402679703102,40.30576626886713,0
10055,18,188.0,304.0,765.0410958904109,1298.3333333333333,0.565822422504425,0.9996445178985596,1.0,20.518284528683193,4.272402679703102,87.66237380325677,0
10055,19,137.0,216.0,547.068493150685,922.5,0.5565565824508667,0.9995899796485901,1.0,10.816653826391969,4.272402679703102,46.21310079329786,0
10055,20,178.0,275.0,722.3013698630137,1174.4791666666665,0.5215705633163452,0.9995506405830383,1.0,21.702534414210707,4.272402679703102,92.72196618762261,0
10055,21,325.0,205.0,1350.5753424657535,875.5208333333333,0.5137683153152466,0.9989662170410156,1.0,7.54983443527075,4.272402679703102,32.25593287256551,0
10055,22,229.0,186.0,940.2739726027397,794.375,0.5053932070732117,0.9992891550064087,1.0,10.0,4.272402679703102,42.72402679703102,0
10055,23,162.0,317.0,653.917808219178,1353.8541666666665,0.4940287470817566,0.9992052912712097,1.0,17.08800749063506,4.272402679703102,73.00684899377592,0
10055,24,290.0,231.0,1200.986301369863,986.5624999999999,0.4818955361843109,0.9987995624542236,1.0,10.295630140987,4.272402679703102,43.98707780358489,0
10055,25,225.0,274.0,923.1780821917808,1170.2083333333333,0.3809044659137726,0.9973406195640564,1.0,21.330729007701542,4.272402679703102,91.13346377252476,0
10055,26,242.0,270.0,995.8356164383562,1153.125,0.33225712180137634,0.9957908391952515,1.0,15.874507866387544,4.272402679703102,67.82228994732212,0
10055,27,178.0,247.0,722.3013698630137,1054.8958333333333,0.2635398507118225,0.9916386008262634,1.0,14.2828568570857,4.272402679703102,61.022115910028774,0
10055,28,198.0,252.0,807.7808219178082,1076.25,0.17568396031856537,0.9757240414619446,1.0,15.0,4.272402679703102,64.08604019554653,0
10055,29,157.0,258.0,632.5479452054794,1101.875,0.1699809432029724,0.9692226052284241,1.0,20.174241001832016,4.272402679703102,86.1924813172033,0
10055,30,144.0,235.0,576.986301369863,1003.6458333333333,0.1501578986644745,0.9601330757141113,1.0,11.789826122551595,4.272402679703102,50.37088471922307,0
10066,0,180.0,79.0,501.8248175182482,317.6458333333333,0.8031260967254639,0.9999731779098511,1.0,6.557438524302,4.017714727325761,26.345917332621454,0
10066,1,135.0,63.0,321.1678832116788,253.3125,0.7866942882537842,0.9999457597732544,1.0,7.615773105863909,4.017714727325761,30.598003767400883,0
10066,2,176.0,151.0,485.7664233576642,607.1458333333334,0.7730056047439575,0.9999678134918213,1.0,11.445523142259598,4.017714727325761,45.98484689060421,0
10066,3,228.0,57.0,694.5255474452555,229.1875,0.7655256390571594,0.9999196529388428,1.0,5.656854249492381,4.017714727325761,22.727626628520856,0
10066,4,152.0,163.0,389.4160583941606,655.3958333333334,0.7641226649284363,0.9999597072601318,1.0,10.63014581273465,4.017714727325761,42.70889338544428,0
10066,5,139.0,96.0,337.22627737226276,386.0,0.7632789611816406,0.999945878982544,1.0,6.557438524302,4.017714727325761,26.345917332621454,0
10066,6,208.0,149.0,614.2335766423358,599.1041666666666,0.7613210082054138,0.9999432563781738,1.0,11.40175425099138,4.017714727325761,45.808995971557174,0
10066,7,223.0,84.0,674.4525547445255,337.75,0.7549383044242859,0.9999469518661499,1.0,6.557438524302,4.017714727325761,26.345917332621454,0
10066,8,94.0,110.0,156.56934306569343,442.2916666666667,0.7493141889572144,0.999902606010437,1.0,6.082762530298219,4.017714727325761,24.43880460080447,0
10066,9,149.0,149.0,377.37226277372264,599.1041666666666,0.7458572387695312,0.9999452829360962,1.0,8.18535277187245,4.017714727325761,32.88641237990869,0
10066,10,183.0,43.0,513.8686131386861,172.89583333333334,0.7321578860282898,0.9998817443847656,1.0,5.916079783099616,4.017714727325761,23.769120872593525,0
10066,11,212.0,135.0,630.2919708029198,542.8125,0.7256494760513306,0.9999065399169922,1.0,8.94427190999916,4.017714727325761,35.93553297800974,0
10066,12,179.0,137.0,497.8102189781022,550.8541666666666,0.7067792415618896,0.999895453453064,1.0,9.1104335791443,4.017714727325761,36.6031231632512,0
10066,13,101.0,131.0,184.67153284671534,526.7291666666666,0.7016987204551697,0.9998819828033447,1.0,6.0,4.017714727325761,24.10628836395457,0
10066,14,180.0,242.0,501.8248175182482,973.0416666666666,0.6790159344673157,0.9998844861984253,1.0,19.44222209522358,4.017714727325761,78.11330204391811,0
10066,15,147.0,279.0,369.3430656934307,1121.8125,0.6742277145385742,0.9998648166656494,1.0,8.717797887081348,4.017714727325761,35.025624960776135,0
10066,16,270.0,151.0,863.1386861313869,607.1458333333334,0.6734837889671326,0.9998279809951782,1.0,6.324555320336759,4.017714727325761,25.410259054303495,0
10066,17,126.0,179.0,285.036496350365,719.7291666666666,0.6436786651611328,0.9998313188552856,1.0,9.899494936611665,4.017714727325761,39.77334659991149,0
10066,18,160.0,240.0,421.5328467153285,965.0,0.6433444619178772,0.9998074173927307,1.0,20.85665361461421,4.017714727325761,83.7960843901676,0
10066,19,121.0,167.0,264.963503649635,671.4791666666666,0.6353221535682678,0.999777615070343,1.0,8.660254037844387,4.017714727325761,34.79443019022979,0
10066,20,154.0,257.0,397.44525547445255,1033.3541666666667,0.6322618126869202,0.999821126461029,1.0,15.968719422671311,4.017714727325761,64.15775920099946,0
10066,21,249.0,181.0,778.8321167883212,727.7708333333334,0.6031765341758728,0.9996546506881714,1.0,7.810249675906654,4.017714727325761,31.379355146981418,0
10066,22,171.0,263.0,465.6934306569343,1057.4791666666667,0.5982344150543213,0.9997507929801941,1.0,12.727922061357855,4.017714727325761,51.13715991417192,0
10066,23,185.0,276.0,521.8978102189781,1109.75,0.573297381401062,0.9997443556785583,1.0,15.84297951775486,4.017714727325761,63.65257213320409,0
10066,24,217.0,225.0,650.3649635036496,904.6875,0.4157774746417999,0.9982125759124756,1.0,9.899494936611665,4.017714727325761,39.77334659991149,0
10066,25,142.0,216.0,349.27007299270076,868.5,0.22481045126914978,0.9865781664848328,1.0,12.288205727444508,4.017714727325761,49.37050512356257,0
10066,26,193.0,233.0,554.014598540146,936.8541666666666,0.17981265485286713,0.976414680480957,1.0,14.798648586948742,4.017714727325761,59.45674837230253,0
10390,0,257.0,122.0,580.5535168195719,309.13020833333337,0.6019905209541321,0.9995926022529602,1.0,6.557438524302,2.5345110960346036,16.6199007014082,0
10390,1,184.0,112.0,395.4862385321101,283.7916666666667,0.5837740302085876,0.9995301961898804,1.0,8.602325267042627,2.5345110960346036,21.802688841018373,0
10390,2,202.0,167.0,441.1192660550459,423.15364583333337,0.5793482661247253,0.9994008541107178,1.0,11.61895003862225,2.5345110960346036,29.44835779715978,0
10390,3,157.0,199.0,327.0366972477064,504.2369791666667,0.5615906715393066,0.9994366765022278,1.0,11.61895003862225,2.5345110960346036,29.44835779715978,0
10390,4,206.0,263.0,451.2599388379205,666.4036458333334,0.5560661554336548,0.9996323585510254,1.0,21.633307652783937,2.5345110960346036,54.8298582899112,0
10390,5,145.0,136.0,296.61467889908255,344.6041666666667,0.5422212481498718,0.9991563558578491,1.0,6.855654600401044,2.5345110960346036,17.375732655297124,0
10390,6,171.0,77.0,362.5290519877676,195.10677083333334,0.5177450776100159,0.9988381266593933,1.0,6.324555320336759,2.5345110960346036,16.029655636878203,0
10390,7,176.0,181.0,375.2048929663609,458.6276041666667,0.499828040599823,0.9985438585281372,1.0,13.114877048604,2.5345110960346036,33.2398014028164,0
10390,8,214.0,294.0,471.54128440366975,744.953125,0.49452653527259827,0.9991412162780762,1.0,14.594519519326424,2.5345110960346036,36.98997166302643,0
10390,9,123.0,170.0,240.84097859327218,430.75520833333337,0.4714427888393402,0.9978910088539124,1.0,6.855654600401044,2.5345110960346036,17.375732655297124,0
10390,10,190.0,259.0,410.69724770642205,656.2682291666667,0.4500124454498291,0.9989821314811707,1.0,17.663521732655695,2.5345110960346036,44.76839182646423,0
10390,11,175.0,247.0,372.66972477064223,625.8619791666667,0.44149407744407654,0.9985392093658447,1.0,16.431676725154983,2.5345110960346036,41.646266986358846,0
10390,12,266.0,92.0,603.3700305810397,233.11458333333334,0.37566107511520386,0.9955745935440063,1.0,6.324555320336759,2.5345110960346036,16.029655636878203,0
10390,13,198.0,284.0,430.9785932721713,719.6145833333334,0.3751240372657776,0.9971150159835815,1.0,13.674794331177344,2.5345110960346036,34.65891796836007,0
10390,14,183.0,275.0,392.95107033639147,696.8098958333334,0.3614611029624939,0.9964694976806641,1.0,22.135943621178654,2.5345110960346036,56.103794729073705,0
10390,15,233.0,182.0,519.7094801223242,461.16145833333337,0.33155980706214905,0.99539715051651,1.0,6.928203230275509,2.5345110960346036,17.55960796271606,0
10390,16,106.0,152.0,197.74311926605506,385.14583333333337,0.31801193952560425,0.9917845726013184,1.0,6.557438524302,2.5345110960346036,16.6199007014082,0
10390,17,239.0,170.0,534.9204892966361,430.75520833333337,0.3168538808822632,0.9938651919364929,1.0,8.426149773176359,2.5345110960346036,21.35617009696494,0
10390,18,127.0,107.0,250.9816513761468,271.12239583333337,0.27815401554107666,0.9884578585624695,1.0,6.557438524302,2.5345110960346036,16.6199007014082,0
10390,19,277.0,223.0,631.256880733945,565.0494791666667,0.22234563529491425,0.9834797382354736,1.0,6.48074069840786,2.5345110960346036,16.42550921063777,0
10390,20,307.0,195.0,707.3119266055046,494.1015625,0.18339109420776367,0.9663662314414978,1.0,6.557438524302,2.5345110960346036,16.6199007014082,0
10526,0,200.0,48.0,695.944099378882,197.625,0.761821448802948,0.9999374151229858,1.0,6.164414002968976,4.117599940521946,25.382590731977707,0
10526,1,237.0,68.0,848.3105590062112,279.96875,0.7553972601890564,0.9999266862869263,1.0,6.082762530298219,4.117599940521946,25.04638263296507,0
10526,2,198.0,84.0,687.7080745341615,345.84375,0.7469687461853027,0.9999111890792847,1.0,6.324555320336759,4.117599940521946,26.0419886108464,0
10526,3,110.0,102.0,325.32298136645966,419.953125,0.7459041476249695,0.9998890161514282,1.0,6.082762530298219,4.117599940521946,25.04638263296507,0
10526,4,144.0,273.0,465.3354037267081,1123.9921875,0.7424790859222412,0.9999570846557617,1.0,16.0,4.117599940521946,65.88159904835113,0
10526,5,233.0,97.0,831.8385093167702,399.3671875,0.7373088598251343,0.9999223947525024,1.0,6.164414002968976,4.117599940521946,25.382590731977707,0
10526,6,194.0,147.0,671.2360248447205,605.2265625,0.737211287021637,0.9999302625656128,1.0,7.211102550927978,4.117599940521946,29.6924354347987,0
10526,7,136.0,179.0,432.39130434782606,736.9765625,0.7307358384132385,0.9999265670776367,1.0,10.295630140987,4.117599940521946,42.39328605616403,0
10526,8,191.0,161.0,658.8819875776397,662.8671875,0.727990984916687,0.9999321699142456,1.0,8.18535277187245,4.117599940521946,33.70400808661315,0
10526,9,162.0,94.0,539.4596273291926,387.015625,0.7137441039085388,0.9998490810394287,1.0,6.782329983125268,4.117599940521946,27.92692153511682,0
10526,10,227.0,152.0,807.1304347826087,625.8125,0.7083768248558044,0.9999057054519653,1.0,8.54400374531753,4.117599940521946,35.18078931353875,0
10526,11,163.0,167.0,543.5776397515529,687.5703125,0.708238422870636,0.9999006986618042,1.0,9.695359714832659,4.117599940521946,39.92161258513383,0
10526,12,161.0,58.0,535.3416149068323,238.796875,0.6982350945472717,0.9998466968536377,1.0,6.0,4.117599940521946,24.705599643131677,0
10526,13,133.0,168.0,420.0372670807453,691.6875,0.6920060515403748,0.9998618364334106,1.0,8.774964387392123,4.117599940521946,36.131792839608,0
10526,14,164.0,154.0,547.695652173913,634.046875,0.6698884963989258,0.9998056292533875,1.0,7.483314773547883,4.117599940521946,30.813296466467765,0
10526,15,300.0,184.0,1107.745341614907,757.5625,0.6577199697494507,0.9997555613517761,1.0,7.0710678118654755,4.117599940521946,29.11582840156393,0
10526,16,153.0,259.0,502.3975155279503,1066.3515625,0.6509892344474792,0.999813973903656,1.0,19.339079605813716,4.117599940521946,79.63059303464775,0
10526,17,187.0,279.0,642.4099378881988,1148.6953125,0.6220557689666748,0.9997677206993103,1.0,16.217274740226856,4.117599940521946,66.77624950578617,0
10526,18,173.0,264.0,584.7577639751553,1086.9375,0.6123722195625305,0.9997245669364929,1.0,18.973665961010276,4.117599940521946,78.1259658325392,0
10526,19,223.0,166.0,790.6583850931677,683.453125,0.5923852920532227,0.9996325969696045,1.0,7.745966692414834,4.117599940521946,31.894791991972298,0
10526,20,179.0,298.0,609.4658385093168,1226.921875,0.5809198617935181,0.9997484087944031,1.0,16.46207763315433,4.117599940521946,67.78424988314393,0
10526,21,217.0,257.0,765.9503105590062,1058.1171875,0.5483933687210083,0.9994590878486633,1.0,12.767145334803704,4.117599940521946,52.56999687122278,0
10526,22,117.0,125.0,354.14906832298135,514.6484375,0.5163211822509766,0.9991016387939453,1.0,6.324555320336759,4.117599940521946,26.0419886108464,0
10526,23,161.0,287.0,535.3416149068323,1181.6328125,0.49271470308303833,0.9990867376327515,1.0,16.30950643030009,4.117599940521946,67.15602270734595,0
10526,24,200.0,260.0,695.944099378882,1070.46875,0.4521259665489197,0.998588502407074,1.0,19.672315572906,4.117599940521946,81.00272543292671,0
10526,25,269.0,212.0,980.0869565217391,872.84375,0.4257259964942932,0.997789740562439,1.0,7.3484692283495345,4.117599940521946,30.258056457579396,0
10526,26,136.0,293.0,432.39130434782606,1206.3359375,0.3623918890953064,0.9971676468849182,1.0,11.874342087037917,4.117599940521946,48.89379027132457,0
10542,0,238.0,87.0,673.0275229357799,278.671875,0.7543551325798035,0.9999104738235474,1.0,7.14142842854285,3.204008861235346,22.881199966929305,0
10542,1,205.0,127.0,567.2660550458716,406.796875,0.7290697693824768,0.9998726844787598,1.0,6.928203230275509,3.204008861235346,22.19802454224208,0
10542,2,235.0,135.0,663.4128440366973,432.421875,0.714756965637207,0.9998660087585449,1.0,8.426149773176359,3.204008861235346,26.997458539353257,0
10542,3,211.0,75.0,586.4954128440368,240.234375,0.7076488137245178,0.9998656511306763,1.0,7.0710678118654755,3.204008861235346,22.655763927613012,0
10542,4,188.0,51.0,512.7828746177371,163.359375,0.6708694100379944,0.9997878670692444,1.0,6.6332495807108,3.204008861235346,21.252990435383047,0
10542,5,148.0,102.0,384.5871559633028,326.71875,0.6701854467391968,0.9997838139533997,1.0,6.244997998398398,3.204008861235346,20.00902892526547,0
10542,6,182.0,82.0,493.5535168195719,262.65625,0.669433057308197,0.9997938275337219,1.0,6.6332495807108,3.204008861235346,21.252990435383047,0
10542,7,216.0,42.0,602.519877675841,134.53125,0.6565971970558167,0.9997103810310364,1.0,6.0,3.204008861235346,19.224053167412077,0
10542,8,202.0,142.0,557.6513761467891,454.84375,0.646581768989563,0.9997751116752625,1.0,8.94427190999916,3.204008861235346,28.657526456935702,0
10542,9,175.0,145.0,471.1192660550459,464.453125,0.6380369663238525,0.9997501969337463,1.0,7.810249675906654,3.204008861235346,25.02410917006541,0
10542,10,167.0,220.0,445.480122324159,704.6875,0.6307717561721802,0.9997879862785339,1.0,14.730919862656235,3.204008861235346,47.19799777409835,0
10542,11,290.0,160.0,839.6819571865444,512.5,0.6209245324134827,0.9996308088302612,1.0,6.244997998398398,3.204008861235346,20.00902892526547,0
10542,12,148.0,141.0,384.5871559633028,451.640625,0.6200960874557495,0.9994568228721619,1.0,7.54983443527075,3.204008861235346,24.18973643146724,0
10542,13,148.0,153.0,384.5871559633028,490.078125,0.6108912229537964,0.9995622038841248,1.0,8.12403840463596,3.204008861235346,26.029491037469885,0
10542,14,150.0,78.0,390.9969418960245,249.84375,0.6055344939231873,0.9995318651199341,1.0,7.937253933193772,3.204008861235346,25.43103193582795,0
10542,15,183.0,228.0,496.75840978593277,730.3125,0.6022692322731018,0.9996604919433594,1.0,15.524174696260024,3.204008861235346,49.739593290182654,0
10542,16,177.0,131.0,477.5290519877676,419.609375,0.5940159559249878,0.9993669390678406,1.0,7.211102550927978,3.204008861235346,23.10443647245005,0
10542,17,266.0,191.0,762.7645259938838,611.796875,0.568515419960022,0.9993606209754944,1.0,6.855654600401044,3.204008861235346,21.96557808925381,0
10542,18,232.0,150.0,653.7981651376148,480.46875,0.540184497833252,0.9991814494132996,1.0,7.681145747868608,3.204008861235346,24.61045904061122,0
10542,19,180.0,259.0,487.14373088685016,829.609375,0.522089421749115,0.9994086027145386,1.0,11.61895003862225,3.204008861235346,37.22721888199646,0
10542,20,238.0,59.0,673.0275229357799,188.984375,0.3805217444896698,0.9964895844459534,1.0,6.48074069840786,3.204008861235346,20.76435062506733,0
10542,21,171.0,203.0,458.29969418960246,650.234375,0.22543112933635712,0.9789657592773438,1.0,7.54983443527075,3.204008861235346,24.18973643146724,0
10621,0,249.0,107.0,866.9609375,372.1253263707572,0.8012231588363647,0.999970555305481,1.0,6.4031242374328485,3.479788246461109,22.281516462049076,0
10621,1,194.0,94.0,675.4635416666666,326.91383812010446,0.7826690077781677,0.9999552965164185,1.0,7.937253933193772,3.479788246461109,27.619962945904895,0
10621,2,187.0,173.0,651.0911458333334,601.6605744125327,0.7819198369979858,0.9999643564224243,1.0,10.816653826391969,3.479788246461109,37.63966485111735,0
10621,3,141.0,110.0,490.9296875,382.55874673629245,0.7611634135246277,0.9999516010284424,1.0,7.14142842854285,3.479788246461109,24.85065870858664,0
10621,4,134.0,73.0,466.5572916666667,253.87989556135773,0.7589561939239502,0.999925971031189,1.0,6.557438524302,3.479788246461109,22.818497503757378,0
10621,5,189.0,158.0,658.0546875,549.4934725848565,0.7322407364845276,0.9999387264251709,1.0,9.433981132056603,3.479788246461109,32.82825666066643,0
10621,6,125.0,189.0,435.2213541666667,657.3054830287207,0.7110165953636169,0.9999076128005981,1.0,8.94427190999916,3.479788246461109,31.124172265567328,0
10621,7,228.0,159.0,793.84375,552.9712793733681,0.7016347646713257,0.9999136924743652,1.0,10.198039027185569,3.479788246461109,35.487016343752025,0
10621,8,197.0,54.0,685.9088541666666,187.80156657963448,0.6928622722625732,0.9998471736907959,1.0,7.0,3.479788246461109,24.358517725227763,0
10621,9,155.0,170.0,539.6744791666666,591.2271540469974,0.6914390921592712,0.9999213218688965,1.0,8.888194417315589,3.479788246461109,30.92903446563603,0
10621,10,159.0,184.0,553.6015625,639.916449086162,0.6861722469329834,0.999889612197876,1.0,9.38083151964686,3.479788246461109,32.64330726409904,0
10621,11,259.0,77.0,901.7786458333334,267.7911227154047,0.684418261051178,0.9998708963394165,1.0,6.855654600401044,3.479788246461109,23.85622630027258,0
10621,12,84.0,133.0,292.46875,462.54830287206266,0.6352897882461548,0.9996606111526489,1.0,6.708203932499369,3.479788246461109,23.343129199175497,0
10621,13,132.0,201.0,459.59375,699.0391644908616,0.6300937533378601,0.999747097492218,1.0,8.660254037844387,3.479788246461109,30.13585021225826,0
10621,14,167.0,271.0,581.4557291666666,942.4856396866841,0.6298738718032837,0.9998120665550232,1.0,20.396078054371138,3.479788246461109,70.97403268750405,0
10621,15,186.0,275.0,647.609375,956.3968668407311,0.6083278059959412,0.9997544884681702,1.0,18.547236990991408,3.479788246461109,64.5404572855806,0
10621,16,220.0,172.0,765.9895833333334,598.1827676240209,0.5976916551589966,0.9996585845947266,1.0,8.366600265340756,3.479788246461109,29.113997266171157,0
10621,17,275.0,223.0,957.4869791666667,775.5509138381201,0.5860391855239868,0.9995766282081604,1.0,6.855654600401044,3.479788246461109,23.85622630027258,0
10621,18,175.0,298.0,609.3098958333334,1036.3864229765013,0.5853604674339294,0.9997233748435974,1.0,15.620499351813308,3.479788246461109,54.35603004829332,0
10621,19,98.0,153.0,341.2135416666667,532.1044386422976,0.5801792144775391,0.9995218515396118,1.0,6.244997998398398,3.479788246461109,21.731270633999898,0
10621,20,195.0,310.0,678.9453125,1078.1201044386423,0.5614109635353088,0.9996389150619507,1.0,16.583123951777,3.479788246461109,57.7057598170013,0
10621,21,229.0,264.0,797.3255208333334,918.1409921671019,0.518140435218811,0.9992901086807251,1.0,10.0,3.479788246461109,34.797882464611085,0
10621,22,159.0,289.0,553.6015625,1005.0861618798956,0.49330151081085205,0.999045193195343,1.0,16.583123951777,3.479788246461109,57.7057598170013,0
10621,23,204.0,288.0,710.28125,1001.6083550913838,0.4079231321811676,0.9979165196418762,1.0,11.0,3.479788246461109,38.2776707110722,0
10621,24,305.0,196.0,1061.9401041666667,681.6501305483029,0.316425085067749,0.9931055903434753,1.0,6.855654600401044,3.479788246461109,23.85622630027258,0
10621,25,214.0,271.0,745.0989583333334,942.4856396866841,0.300963431596756,0.9935558438301086,1.0,10.04987562112089,3.479788246461109,34.97143906477251,0
