stem,rank,x_letterbox,y_letterbox,scale_letterbox,score,mask_probability,x_original,y_original,scale_original
10520,4,186.0,247.0,1.0939984321594238,0.8272973895072937,1.0,509.78888888888895,974.4921875,4.319741228715751
10520,5,226.0,137.0,1.1550500392913818,0.8156195282936096,1.0,667.862962962963,540.5078125,4.560808433800048
10520,6,193.0,228.0,1.0692206621170044,0.812650203704834,1.0,537.4518518518519,899.53125,4.221904201109957
10520,7,195.0,137.0,1.3085132837295532,0.8037512302398682,1.0,545.3555555555556,540.5078125,5.166770457697581
10520,8,266.0,188.0,1.387437343597412,0.802750825881958,1.0,825.937037037037,741.71875,5.47840848690011
10520,9,119.0,133.0,1.4916341304779053,0.8011766672134399,1.0,245.01481481481483,524.7265625,5.889837921308827
10520,10,222.0,149.0,1.4861149787902832,0.8000792264938354,1.0,652.0555555555555,587.8515625,5.8680451048004
10520,11,168.0,147.0,1.8230555057525635,0.7968754172325134,1.0,438.65555555555557,579.9609375,7.19848200777767
10520,12,294.0,167.0,1.332500696182251,0.7962354421615601,1.0,936.588888888889,658.8671875,5.261486694481938
10520,13,153.0,100.0,1.920501708984375,0.7923691868782043,1.0,379.3777777777778,394.53125,7.583256217052705
10520,14,150.0,169.0,1.0,0.7910030484199524,1.0,367.52222222222224,666.7578125,3.9485808221764
10520,15,143.0,162.0,2.1389219760894775,0.7866399884223938,1.0,339.85925925925926,639.140625,8.44570629491856
10520,16,145.0,68.0,2.698908805847168,0.7759706974029541,1.0,347.762962962963,268.28125,10.656859551571136
10520,17,235.0,90.0,3.1519289016723633,0.7726360559463501,1.0,703.4296296296296,355.078125,12.445646014007018
10520,18,178.0,224.0,2.344331741333008,0.7628200054168701,1.0,478.1740740740741,883.75,9.25678335464692
10520,19,192.0,83.0,2.403331756591797,0.7599878907203674,1.0,533.5,327.4609375,9.48974968340589
10520,20,238.0,62.0,3.9188356399536133,0.7591948509216309,1.0,715.2851851851852,244.609375,15.473839253182218
10520,21,191.0,49.0,2.50069522857666,0.7513591051101685,1.0,529.5481481481481,193.3203125,9.87419722166583
10520,22,229.0,219.0,2.7597649097442627,0.7124710083007812,1.0,679.7185185185185,864.0234375,10.897154796331579
10520,23,106.0,115.0,3.7522644996643066,0.7042529582977295,1.0,193.64074074074074,453.7109375,14.816119643107807
10520,24,217.0,225.0,2.1410763263702393,0.6917777061462402,1.0,632.2962962962963,887.6953125,8.454212921121426
10520,25,206.0,220.0,3.725923776626587,0.6015868782997131,0.9999997615814209,588.825925925926,867.96875,14.712111169278806
10618,0,190.0,264.0,1.0,0.8976887464523315,1.0,796.6145833333334,1068.0737704918033,4.190615939638458
10618,1,205.0,180.0,1.0,0.8849968314170837,1.0,859.5052083333334,716.2377049180328,4.190615939638458
10618,2,206.0,267.0,1.0,0.8632655739784241,1.0,863.6979166666666,1080.6393442622953,4.190615939638458
10618,3,182.0,191.0,1.0,0.8505789637565613,1.0,763.0729166666666,762.3114754098361,4.190615939638458
10618,4,127.0,165.0,1.0,0.8421515226364136,1.0,532.4739583333334,653.4098360655738,4.190615939638458
10618,5,235.0,180.0,1.0,0.8397515416145325,1.0,985.2864583333334,716.2377049180328,4.190615939638458
10618,6,159.0,204.0,1.0,0.834043025970459,1.0,666.640625,816.7622950819673,4.190615939638458
10618,7,206.0,301.0,1.0,0.83382648229599,1.0,863.6979166666666,1223.049180327869,4.190615939638458
10618,8,196.0,288.0,1.0,0.8239279389381409,1.0,821.7708333333334,1168.5983606557377,4.190615939638458
10618,9,220.0,281.0,1.4055079221725464,0.8144303560256958,1.0,922.3958333333334,1139.2786885245903,5.8899439019444015
10618,10,238.0,169.0,1.0,0.811042070388794,1.0,997.8645833333334,670.1639344262295,4.190615939638458
10618,11,323.0,217.0,1.0,0.8097450137138367,1.0,1354.2447916666667,871.2131147540985,4.190615939638458
10618,12,199.0,76.0,1.7908391952514648,0.8077861666679382,1.0,834.3489583333334,280.63114754098365,7.504719276950096
10618,13,182.0,277.0,1.0,0.8072433471679688,1.0,763.0729166666666,1122.5245901639346,4.190615939638458
10618,14,154.0,196.0,1.0431187152862549,0.8020983338356018,1.0,645.6770833333334,783.2540983606558,4.37130991521377
10618,15,243.0,269.0,1.0247023105621338,0.8005498647689819,1.0,1018.828125,1089.016393442623,4.294133836026035
10618,16,288.0,237.0,1.336410641670227,0.7964932322502136,1.0,1207.5,954.9836065573771,5.600383736885712
10618,17,179.0,181.0,2.1635406017303467,0.790105938911438,1.0,750.4947916666666,720.4262295081968,9.06656773166617
10618,18,251.0,89.0,1.6507196426391602,0.781521201133728,1.0,1052.3697916666667,335.08196721311475,6.917532046317963
10618,19,155.0,97.0,1.6767539978027344,0.7815120220184326,1.0,649.8697916666666,368.59016393442624,7.026632030044646
10618,20,204.0,112.0,1.7983753681182861,0.7774549126625061,1.0,855.3125,431.41803278688525,7.5363004830896685
10618,21,163.0,130.0,1.6127218008041382,0.7724656462669373,1.0,683.4114583333334,506.8114754098361,6.758297684652259
10618,22,247.0,120.0,2.691230535507202,0.769953191280365,1.0,1035.5989583333333,464.92622950819674,11.277913579338223
10618,23,206.0,169.0,3.645566940307617,0.7591282725334167,1.0,863.6979166666666,670.1639344262295,15.277170929072101
10618,24,112.0,145.0,2.7467331886291504,0.7528408765792847,1.0,469.58333333333337,569.6393442622951,11.510503882203283
10618,25,228.0,267.0,3.8628273010253906,0.7057316303253174,1.0,955.9375,1080.6393442622953,16.187625659747603
10618,26,173.0,295.0,2.903238534927368,0.701907753944397,1.0,725.3385416666666,1197.9180327868853,12.166357681039232
10618,27,177.0,284.0,11.259994506835938,0.23775885999202728,0.9996826648712158,742.109375,1151.844262295082,47.186312460588155
10624,0,155.0,313.0,1.0,0.8618162870407104,1.0,490.9090909090909,1024.5859375,3.273082367099579
10624,1,147.0,329.0,1.0,0.8518781661987305,1.0,464.7272727272727,1076.9609375,3.273082367099579
10624,2,156.0,220.0,1.0,0.8485710620880127,1.0,494.18181818181813,720.15625,3.273082367099579
10624,3,176.0,319.0,1.6902265548706055,0.8164724707603455,1.0,559.6363636363636,1044.2265625,5.532250733150447
10624,4,186.0,211.0,1.0,0.8047419190406799,1.0,592.3636363636363,690.6953125,3.273082367099579
10624,5,218.0,308.0,1.4247156381607056,0.8044592142105103,1.0,697.090909090909,1008.21875,4.663211633394829
10624,6,221.0,216.0,1.9333502054214478,0.7906903624534607,1.0,706.9090909090909,707.0625,6.328014466793289
10624,7,138.0,146.0,2.3538897037506104,0.7882803082466125,1.0,435.27272727272725,477.921875,7.704474883443374
10624,8,260.0,260.0,1.5068295001983643,0.7843658924102783,1.0,834.5454545454545,851.09375,4.931977067324737
10624,9,165.0,342.0,1.1469309329986572,0.7823679447174072,1.0,523.6363636363636,1119.515625,3.753999413078973
10624,10,119.0,223.0,1.8837265968322754,0.7780337929725647,1.0,373.09090909090907,729.9765625,6.165592308528217
10624,11,127.0,232.0,1.4156780242919922,0.7724329829216003,1.0,399.27272727272725,759.4375,4.633630778800488
10624,12,131.0,105.0,2.1070337295532227,0.7692818641662598,1.0,412.3636363636363,343.7109375,6.896494947084715
10624,13,86.0,185.0,1.4924640655517578,0.7626614570617676,1.0,265.09090909090907,605.5859375,4.8849578164872085
10624,14,187.0,131.0,2.341737985610962,0.760116457939148,1.0,595.6363636363636,428.8203125,7.6647013090705265
10624,15,193.0,336.0,1.101232886314392,0.7574644684791565,1.0,615.2727272727273,1099.875,3.6044259422658116
10624,16,241.0,144.0,3.5229239463806152,0.7458382844924927,1.0,772.3636363636363,471.375,11.530820249531253
10624,17,226.0,202.0,1.875989556312561,0.7444586157798767,1.0,723.2727272727273,661.234375,6.140268337629606
10624,18,249.0,109.0,3.0310354232788086,0.7373495697975159,1.0,798.5454545454545,356.8046875,9.920828597988075
10624,19,189.0,88.0,3.774787425994873,0.7336040735244751,0.9999998807907104,602.1818181818181,288.0625,12.355190163573024
10624,20,285.0,223.0,2.124638557434082,0.7245492935180664,1.0,916.3636363636363,729.9765625,6.954116998797379
10624,21,125.0,344.0,3.1136631965637207,0.7231384515762329,1.0,392.7272727272727,1126.0625,10.191276105759624
10624,22,187.0,196.0,2.4561541080474854,0.7213191986083984,1.0,595.6363636363636,641.59375,8.039194701929418
10624,23,67.0,162.0,3.9111363887786865,0.7100452184677124,0.9999998807907104,202.9090909090909,530.296875,12.80147154943304
10624,24,153.0,205.0,3.011207342147827,0.6632676124572754,0.9999998807907104,484.3636363636363,671.0546875,9.855929655264841
10624,25,202.0,314.0,2.419247627258301,0.6312298774719238,1.0,644.7272727272726,1027.859375,7.918396750426638
10624,26,175.0,356.0,1.821859359741211,0.5997487902641296,0.9999998807907104,556.3636363636364,1165.34375,5.963095745704285
10624,27,88.0,292.0,25.723726272583008,0.25581157207489014,0.9992042183876038,271.6363636363636,955.84375,84.19587487888761
10624,28,158.0,295.0,20.030311584472656,0.1925426870584488,0.9971286654472351,500.7272727272727,965.6640625,65.56085965464787
10624,29,224.0,304.0,15.682150840759277,0.18272462487220764,0.9976951479911804,716.7272727272726,995.125,51.32897139508502
11852,0,186.0,168.0,1.0,0.8467170000076294,1.0,517.1821305841925,620.8125,3.6947352427130284
11852,1,159.0,182.0,1.0631728172302246,0.8450075387954712,1.0,417.4398625429553,672.546875,3.9281420769150084
11852,2,162.0,271.0,1.0,0.8371979594230652,1.0,428.5223367697595,1001.4296875,3.6947352427130284
11852,3,134.0,196.0,1.6347453594207764,0.8199633359909058,1.0,325.085910652921,724.28125,6.0399512923135195
11852,4,182.0,276.0,1.5757708549499512,0.8072190880775452,1.0,502.40549828178695,1019.90625,5.822056112223624
11852,5,274.0,228.0,1.852147102355957,0.8023096323013306,1.0,842.2680412371134,842.53125,6.843193173763369
11852,6,126.0,188.0,1.1693165302276611,0.7954976558685303,1.0,295.53264604810994,694.71875,4.3203149941190535
11852,7,222.0,171.0,1.194240689277649,0.792500913143158,1.0,650.171821305842,631.8984375,4.4124031629560285
11852,8,188.0,94.0,2.2107393741607666,0.7861888408660889,1.0,524.5704467353952,347.359375,8.16809667816513
11852,9,187.0,56.0,3.0297725200653076,0.7759069800376892,1.0,520.8762886597938,206.9375,11.194207307288758
11852,10,188.0,155.0,1.7562663555145264,0.771815836429596,1.0,524.5704467353952,572.7734375,6.48893919931069
11852,11,98.0,154.0,2.109785556793213,0.764457643032074,1.0,192.0962199312715,569.078125,7.795099051250814
11852,12,157.0,169.0,1.9941565990447998,0.7608854174613953,1.0,410.0515463917526,624.5078125,7.367880665979576
11852,13,135.0,77.0,3.3541741371154785,0.7513731122016907,1.0,328.78006872852234,284.5390625,12.392785394597121
11852,14,212.0,277.0,2.3215441703796387,0.7440690398216248,1.0,613.2302405498282,1023.6015625,8.57749106381663
11852,15,228.0,271.0,3.632605791091919,0.7427114844322205,1.0,672.3367697594501,1001.4296875,13.421516639230754
11852,16,200.0,269.0,1.743551254272461,0.7404869794845581,1.0,568.9003436426117,994.0390625,6.441960266636967
11852,17,143.0,113.0,2.2075681686401367,0.7377309203147888,1.0,358.3333333333333,417.5703125,8.156379913366171
11852,18,228.0,160.0,3.1300048828125,0.7289379835128784,1.0,672.3367697594501,591.25,11.564539350391208
11852,19,306.0,196.0,2.175769090652466,0.7262268662452698,1.0,960.4810996563574,724.28125,8.038890739239344
11852,20,155.0,288.0,1.7654768228530884,0.7226387858390808,1.0,402.6632302405498,1064.25,6.522969437588332
11852,21,254.0,74.0,3.326056957244873,0.7091318964958191,1.0,768.384879725086,273.453125,12.288899859203493
11852,22,246.0,107.0,4.077897071838379,0.7024576663970947,1.0,738.8316151202749,395.3984375,15.066750027477521
11852,23,84.0,135.0,6.251518249511719,0.6977551579475403,0.9999998807907104,140.37800687285224,498.8671875,23.097704796934607
11852,24,173.0,296.0,6.4015398025512695,0.5018280744552612,0.999995231628418,469.15807560137455,1093.8125,23.651994716116377
11852,25,200.0,289.0,5.913392066955566,0.43567270040512085,0.9999940395355225,568.9003436426117,1067.9453125,21.84841807376037
11852,26,194.0,297.0,4.974818229675293,0.41558539867401123,0.9999943971633911,546.7353951890034,1097.5078125,18.380636239272544
11852,27,154.0,306.0,12.328468322753906,0.4104975759983063,0.9999618530273438,398.96907216494844,1130.765625,45.55042640075004
11852,28,266.0,234.0,31.95621109008789,0.17243298888206482,0.9850953221321106,812.7147766323025,864.703125,118.06973933812466
11945,0,192.0,157.0,1.0,0.8614658117294312,1.0,557.3703703703703,587.1145833333333,3.7401619922665192
11945,1,227.0,155.0,1.0,0.8492165803909302,1.0,688.2962962962963,579.6354166666666,3.7401619922665192
11945,2,196.0,292.0,1.0,0.8467170000076294,1.0,572.3333333333333,1091.9583333333333,3.7401619922665192
11945,3,161.0,168.0,1.0,0.8422640562057495,1.0,441.4074074074074,628.25,3.7401619922665192
11945,4,190.0,253.0,1.0,0.8400187492370605,1.0,549.8888888888888,946.1145833333333,3.7401619922665192
11945,5,102.0,133.0,1.230999231338501,0.8309786319732666,1.0,220.7037037037037,497.3645833333333,4.604136537561562
11945,6,163.0,267.0,1.0,0.8254438042640686,1.0,448.88888888888886,998.46875,3.7401619922665192
11945,7,236.0,247.0,1.1480956077575684,0.8144067525863647,1.0,721.9629629629629,923.6770833333333,4.294063555622987
11945,8,127.0,173.0,1.400511384010315,0.8098767399787903,1.0,314.22222222222223,646.9479166666666,5.238139448211959
11945,9,299.0,165.0,1.1085286140441895,0.8086464405059814,1.0,957.6296296296296,617.03125,4.146076589587959
11945,10,133.0,183.0,1.2774091958999634,0.8083611726760864,1.0,336.66666666666663,684.34375,4.7777173230767795
11945,11,172.0,251.0,2.023226261138916,0.805651068687439,1.0,482.55555555555554,938.6354166666666,7.567193963667269
11945,12,158.0,155.0,2.188239574432373,0.7981442809104919,1.0,430.18518518518516,579.6354166666666,8.184370486265426
11945,13,89.0,108.0,2.9572770595550537,0.7821473479270935,1.0,172.07407407407408,403.875,11.060695258749504
11945,14,233.0,142.0,2.6745104789733887,0.7628079056739807,1.0,710.7407407407406,531.0208333333333,10.003102441374793
11945,15,181.0,277.0,1.188241720199585,0.7606104612350464,1.0,516.2222222222222,1035.8645833333333,4.444216519515876
11945,16,192.0,142.0,2.1888980865478516,0.7474451065063477,1.0,557.3703703703703,531.0208333333333,8.186833428251184
11945,17,258.0,54.0,2.9562082290649414,0.7470705509185791,1.0,804.2592592592592,201.9375,11.05669765957421
11945,18,276.0,201.0,1.91897714138031,0.7438373565673828,1.0,871.5925925925925,751.65625,7.17728536821889
11945,19,142.0,95.0,2.386106014251709,0.7398510575294495,1.0,370.3333333333333,355.26041666666663,8.924423024022795
11945,20,135.0,56.0,2.5295865535736084,0.7384185791015625,1.0,344.14814814814815,209.41666666666666,9.461063483824466
11945,21,250.0,86.0,2.423567295074463,0.7373569011688232,1.0,774.3333333333333,321.60416666666663,9.064534282737682
11945,22,193.0,77.0,3.6110451221466064,0.7292888760566711,1.0,561.1111111111111,287.94791666666663,13.505893718212148
11945,23,208.0,271.0,1.726582646369934,0.7251033782958984,1.0,617.2222222222222,1013.4270833333333,6.457698790459772
11945,24,193.0,35.0,3.113609790802002,0.7047178149223328,1.0,561.1111111111111,130.88541666666666,11.645404998306557
11945,25,220.0,251.0,3.8331446647644043,0.6360704898834229,0.9999998807907104,662.1111111111111,938.6354166666666,14.336581986011014
11945,26,210.0,244.0,1.9847729206085205,0.6271011829376221,1.0,624.7037037037037,912.4583333333333,7.423372240939802
12498,0,192.0,172.0,1.0,0.8892953395843506,1.0,628.5,688.0,4.001592039864032
12498,1,228.0,170.0,1.0,0.8765912055969238,1.0,772.6146496815287,680.0,4.001592039864032
12498,2,142.0,202.0,1.0,0.8744153380393982,1.0,428.3407643312102,808.0,4.001592039864032
12498,3,215.0,298.0,1.0,0.8675074577331543,1.0,720.5732484076433,1192.0,4.001592039864032
12498,4,164.0,184.0,1.0,0.8550881743431091,1.0,516.4108280254777,736.0,4.001592039864032
12498,5,173.0,298.0,1.0,0.8301764130592346,1.0,552.4394904458599,1192.0,4.001592039864032
12498,6,101.0,159.0,1.284489631652832,0.8243907690048218,1.0,264.21019108280257,636.0,5.1400034853098555
12498,7,210.0,318.0,1.0,0.8222531676292419,1.0,700.5573248407643,1272.0,4.001592039864032
12498,8,129.0,73.0,1.6031997203826904,0.808673083782196,1.0,376.29936305732485,292.0,6.415351239395616
12498,9,141.0,111.0,1.366711139678955,0.8074376583099365,1.0,424.3375796178344,444.0,5.469020417332806
12498,10,194.0,158.0,1.5724375247955322,0.8061633706092834,1.0,636.5063694267516,632.0,6.292253482405303
12498,11,191.0,308.0,1.0,0.804918110370636,1.0,624.4968152866243,1232.0,4.001592039864032
12498,12,274.0,207.0,1.5307393074035645,0.7995489239692688,1.0,956.7611464968153,828.0,6.125394227613085
12498,13,84.0,137.0,2.0142970085144043,0.7945181131362915,1.0,196.156050955414,548.0,8.060394875193172
12498,14,168.0,318.0,1.0686955451965332,0.7913787364959717,1.0,532.4235668789809,1272.0,4.276483586696599
12498,15,193.0,43.0,1.8544925451278687,0.7898401618003845,1.0,632.5031847133758,172.0,7.420922606570868
12498,16,246.0,271.0,1.4145183563232422,0.7789761424064636,1.0,844.671974522293,1084.0,5.66032539490464
12498,17,233.0,158.0,2.120725154876709,0.778038740158081,1.0,792.6305732484077,632.0,8.486276898494054
12498,18,298.0,162.0,2.3119232654571533,0.7714856266975403,1.0,1052.8375796178343,648.0,9.251373735829803
12498,19,161.0,171.0,1.790475606918335,0.7649410963058472,1.0,504.40127388535035,684.0,7.16475293621513
12498,20,135.0,194.0,2.699463367462158,0.757763147354126,1.0,400.31847133757964,776.0,10.802151123141126
12498,21,196.0,282.0,1.3632354736328125,0.7462792992591858,1.0,644.5127388535032,1128.0,5.455112219749336
12498,22,261.0,60.0,3.6448822021484375,0.7454898357391357,1.0,904.71974522293,240.0,14.58533160635927
12498,23,179.0,278.0,2.2871556282043457,0.7430694699287415,1.0,576.4585987261147,1112.0,9.15226375575273
12498,24,253.0,97.0,3.3168530464172363,0.7296262979507446,1.0,872.6942675159236,388.0,13.272692747941978
12498,25,194.0,87.0,2.8524112701416016,0.7207460999488831,1.0,636.5063694267516,348.0,11.414186233017086
12498,26,228.0,277.0,2.691817045211792,0.6575170755386353,1.0,772.6146496815287,1108.0,10.771553660889825
12498,27,215.0,271.0,4.148353576660156,0.37258026003837585,0.999995231628418,720.5732484076433,1084.0,16.60001865090477
12498,28,268.0,217.0,19.608388900756836,0.3018392324447632,0.9994297623634338,932.7420382165606,868.0,78.46477293982679
12627,0,213.0,197.0,1.0,0.8633291721343994,1.0,569.433962264151,623.8333333333334,3.1650939490793877
12627,1,159.0,298.0,1.0,0.8608039021492004,1.0,398.6037735849057,943.6666666666667,3.1650939490793877
12627,2,149.0,207.0,1.0,0.8443300127983093,1.0,366.9685534591195,655.5,3.1650939490793877
12627,3,178.0,198.0,1.0,0.843821108341217,1.0,458.71069182389937,627.0,3.1650939490793877
12627,4,188.0,342.0,1.0,0.831835925579071,1.0,490.34591194968556,1083.0,3.1650939490793877
12627,5,179.0,306.0,1.1199215650558472,0.8246862292289734,1.0,461.874213836478,969.0,3.5446569690017795
12627,6,167.0,332.0,1.0,0.82187819480896,1.0,423.91194968553464,1051.3333333333335,3.1650939490793877
12627,7,124.0,219.0,1.360776424407959,0.819604218006134,1.0,287.8805031446541,693.5,4.306985226943516
12627,8,226.0,296.0,1.351757526397705,0.7969456911087036,1.0,610.559748427673,937.3333333333334,4.278439567423897
12627,9,114.0,90.0,1.1194429397583008,0.7937891483306885,1.0,256.24528301886795,285.0,3.5431420749686393
12627,10,117.0,209.0,1.4423879384994507,0.7911591529846191,1.0,265.7358490566038,661.8333333333334,4.565293336369703
12627,11,165.0,70.0,1.394909381866455,0.7895358204841614,1.0,417.5849056603774,221.66666666666669,4.415019244059586
12627,12,126.0,134.0,2.2602579593658447,0.7891834378242493,1.0,294.20754716981133,424.33333333333337,7.15392879054736
12627,13,265.0,240.0,1.8055472373962402,0.7886562943458557,1.0,733.937106918239,760.0,5.7147266358598445
12627,14,145.0,193.0,1.456653118133545,0.7844225764274597,1.0,354.31446540880506,611.1666666666667,4.610443970112105
12627,15,172.0,116.0,1.753753900527954,0.7768036723136902,1.0,439.7295597484277,367.33333333333337,5.550795858735402
12627,16,93.0,166.0,2.9602084159851074,0.7725731730461121,1.0,189.811320754717,525.6666666666667,9.369337745448343
12627,17,217.0,184.0,1.5453168153762817,0.7642576098442078,1.0,582.0880503144655,582.6666666666667,4.891072901758099
12627,18,178.0,182.0,1.9219326972961426,0.7590730786323547,1.0,458.71069182389937,576.3333333333334,6.083097550749847
12627,19,213.0,306.0,1.397720217704773,0.7551842927932739,1.0,569.433962264151,969.0,4.423915803563301
12627,20,287.0,197.0,2.077193260192871,0.7548292279243469,1.0,803.5345911949686,623.8333333333334,6.574511818904942
12627,21,80.0,138.0,2.3887534141540527,0.7532833218574524,1.0,148.68553459119497,437.0,7.560628976981721
12627,22,152.0,321.0,2.063382148742676,0.7486453056335449,1.0,376.45911949685535,1016.5,6.530798353623868
12627,23,225.0,87.0,2.132443904876709,0.741818368434906,1.0,607.3962264150944,275.5,6.749385300076493
12627,24,226.0,125.0,2.800584316253662,0.7253368496894836,1.0,610.559748427673,395.83333333333337,8.8641124732611
12627,25,198.0,300.0,2.277139902114868,0.6748608350753784,1.0,521.9811320754717,950.0,7.207361725390998
12627,26,198.0,322.0,4.534261703491211,0.6631282567977905,0.9999998807907104,521.9811320754717,1019.6666666666667,14.351364281262427
12827,0,157.0,197.0,1.0,0.8437503576278687,1.0,516.4253731343283,1026.0416666666667,5.212374054457535
12827,1,173.0,294.0,1.0,0.8360695838928223,1.0,599.8880597014925,1531.25,5.212374054457535
12827,2,135.0,205.0,1.0,0.8310939073562622,1.0,401.6641791044776,1067.7083333333333,5.212374054457535
12827,3,146.0,277.0,1.0,0.8258921504020691,1.0,459.04477611940297,1442.7083333333333,5.212374054457535
12827,4,178.0,281.0,1.0,0.809030294418335,1.0,625.9701492537313,1463.5416666666667,5.212374054457535
12827,5,179.0,190.0,1.0,0.8014920949935913,1.0,631.1865671641791,989.5833333333333,5.212374054457535
12827,6,154.0,187.0,1.445221185684204,0.8003292679786682,1.0,500.77611940298505,973.9583333333333,7.533033411212701
12827,7,245.0,239.0,1.3054964542388916,0.7993320226669312,1.0,975.4701492537313,1244.7916666666667,6.804735846261107
12827,8,272.0,218.0,1.2354316711425781,0.790475606918335,1.0,1116.3134328358208,1135.4166666666667,6.439531988718688
12827,9,205.0,192.0,1.9098504781723022,0.7883217930793762,1.0,766.8134328358209,1000.0,9.954855080318625
12827,10,210.0,183.0,1.9230419397354126,0.7859302759170532,1.0,792.8955223880597,953.125,10.023613912310555
12827,11,232.0,118.0,2.3735361099243164,0.7856450080871582,1.0,907.6567164179104,614.5833333333334,12.371758036687575
12827,12,183.0,180.0,2.8178067207336426,0.7767977714538574,1.0,652.0522388059701,937.5,14.687462641628109
12827,13,133.0,116.0,3.1968183517456055,0.772800862789154,1.0,391.2313432835821,604.1666666666666,16.663013033452497
12827,14,158.0,286.0,1.0389320850372314,0.772668719291687,1.0,521.6417910447761,1489.5833333333333,5.415302644391534
12827,15,131.0,197.0,2.0590553283691406,0.7655149102210999,1.0,380.79850746268653,1026.0416666666667,10.732566570283849
12827,16,224.0,140.0,2.0791831016540527,0.7648714184761047,1.0,865.9253731343283,729.1666666666666,10.837480053528129
12827,17,201.0,265.0,1.0,0.7631667256355286,1.0,745.9477611940298,1380.2083333333333,5.212374054457535
12827,18,140.0,143.0,2.0074570178985596,0.7617992162704468,1.0,427.7462686567164,744.7916666666666,10.463616875533148
12827,19,167.0,270.0,1.1280121803283691,0.757507860660553,1.0,568.5895522388059,1406.25,5.879621421855666
12827,20,112.0,167.0,2.466064214706421,0.7548593282699585,1.0,281.6865671641791,869.7916666666666,12.854049129361945
